Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
-0.3563,0.0335,1690.0000,8.7456,3.8522,-0.0417,0.0441,2440.0000,11.6598,4.8404,-0.3368,16.0000,0.8361,0.0630,474.0000,7.0253,2.3433,-0.4464,0.0339,1757.0000,8.0950,4.0421,-0.1288,0.1545,946.0000,10.0666,1.1762,-0.4819,0.0399,1938.0000,8.2792,4.0880,-0.7745,0.0486,1909.0000,9.1692,5.1463,-0.2738,0.1011,0.0492,190.0000,1621.0000,6.9118,3.3096,-0.6356,0.0516,2292.0000,8.7801,4.9330,0.1602,0.4865,38.0000,1.8444,0.8427,0.0951,1195.0000,9.2862,2.0188,-0.3651,0.0423,2038.0000,7.4210,3.8828,0.0000,0.5415,0.4503,1.4864,0.9836,191.0000,1.3177,-0.5872,0.0610,2579.0000,9.3998,4.2639,NaN,NaN,NaN,NaN,NaN,-0.0257,0.3676,0.6957,68.0000,1.0330,1.0121,1.1637,0.0951,899.0000,11.1479,1.4358,NaN,NaN,NaN,NaN,Na
0.3140,0.0821,3736.0000,13.5246,3.6705,0.2079,0.0632,3334.0000,12.9505,3.3062,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1222,0.0330,1542.0000,7.4235,3.3001,-0.6136,0.5118,1164.0000,24.1916,0.7458,0.6947,0.1064,2103.0000,13.5026,3.4248,0.5619,0.0815,2015.0000,10.1747,3.4675,-0.4530,0.7055,0.0869,300.0000,5069.0000,16.3754,1.2763,0.4643,0.0949,1928.0000,12.0384,3.0708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7219,0.0925,2126.0000,9.9840,2.7862,0.2306,0.3737,0.5492,0.9063,1.2699,264.0000,3.7736,0.5053,0.1408,2220.0000,13.8347,3.8754,NaN,NaN,NaN,NaN,NaN,0.1107,0.4961,0.6692,129.0000,1.0813,0.9458,1.0425,0.0906,695.0000,15.2604,6.3146,NaN,NaN,NaN,NaN,Na
-0.1623,0.0599,2456.0000,11.8815,6.0604,-0.0887,0.0701,3506.0000,12.1649,5.7529,-0.3117,7.0000,0.5747,0.0478,427.0000,5.6417,2.6728,0.0064,0.1015,3777.0000,9.9648,3.9054,0.1970,0.3741,1780.0000,17.9101,0.4951,-0.0752,0.1144,3345.0000,10.4960,4.2800,0.0536,0.0961,3302.0000,8.9839,5.0631,-0.1402,0.5033,0.0606,318.0000,3411.0000,10.2084,2.1588,0.1274,0.1150,3627.0000,9.3791,7.0466,0.0087,0.5182,111.0000,1.1174,0.9923,0.1331,1615.0000,10.5319,1.2150,-0.0251,0.0998,3008.0000,10.9681,4.3183,0.0000,0.4838,0.3082,1.2726,0.9440,159.0000,1.8544,0.2804,0.0614,2308.0000,10.5485,6.7758,NaN,NaN,NaN,NaN,NaN,-0.1085,0.4167,0.7396,337.0000,1.1914,0.8668,0.9756,0.2338,1449.0000,19.5045,1.1998,NaN,NaN,NaN,NaN,Na
-0.4117,0.0353,1552.0000,8.7990,2.9727,-0.1293,0.0508,2550.0000,11.7906,3.5305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4254,0.0583,2199.0000,9.3379,2.6674,-0.0929,0.2499,985.0000,21.2457,1.6549,-0.1214,0.0711,2016.0000,10.1384,3.1173,-0.3572,0.0927,2869.0000,12.8672,4.5108,0.1158,0.4914,0.0649,228.0000,4078.0000,11.5235,5.3087,0.0013,0.0838,2071.0000,11.0961,4.6351,-0.1321,0.4286,29.0000,2.5098,0.9152,0.0532,607.0000,9.0527,4.2344,0.1413,0.0860,2191.0000,11.2679,3.2456,0.0044,0.8597,0.4355,1.3232,1.2614,287.0000,1.8829,-0.3511,0.0650,1705.0000,12.8880,4.4186,NaN,NaN,NaN,NaN,NaN,-0.0409,0.5043,0.7094,116.0000,3.6746,1.0346,0.8499,0.0934,549.0000,22.1803,3.5515,NaN,NaN,NaN,NaN,Na
0.2273,0.1354,3576.0000,18.9399,1.9658,0.1215,0.1221,5324.0000,16.2825,2.2234,-0.5948,8.0000,0.2296,0.0469,376.0000,5.7979,2.9854,0.2484,0.1354,3324.0000,16.2882,2.0498,0.0634,0.6529,832.0000,51.5950,0.1771,0.8083,0.1511,2813.0000,15.2606,1.8942,-0.0296,0.1367,3126.0000,17.0441,3.8157,0.1331,0.2973,0.0440,236.0000,2200.0000,8.6073,6.1647,0.6525,0.1550,2684.0000,17.2355,5.7576,-0.0687,0.7393,212.0000,1.2103,0.9301,0.1992,1283.0000,20.9727,1.2819,0.6844,0.1945,2964.0000,17.5621,2.4855,0.0000,0.3230,0.4839,0.9298,0.8073,248.0000,1.9941,0.4818,0.1145,2858.0000,14.8618,2.6633,NaN,NaN,NaN,NaN,NaN,-0.1395,0.7722,0.5356,238.0000,1.7128,1.0508,0.9252,0.1807,1177.0000,20.6695,2.4056,NaN,NaN,NaN,NaN,Na
0.0833,0.0639,2019.0000,12.5934,2.9889,-0.3099,0.0597,2262.0000,14.4160,2.6866,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2054,0.0785,2072.0000,11.5676,2.0944,0.1551,0.0997,1421.0000,5.1084,1.6479,0.3071,0.1063,2255.0000,12.1583,2.5555,-0.0198,0.0964,2152.0000,15.8048,3.4653,-0.4411,0.4226,0.0532,255.0000,3190.0000,10.9038,5.7144,0.1046,0.1292,2222.0000,17.0185,3.3127,0.0966,0.4686,240.0000,1.9916,1.0793,0.2137,1312.0000,18.7965,1.7222,0.1841,0.1315,2442.0000,13.6044,2.8879,0.0000,0.4885,0.5662,0.7919,1.1376,136.0000,2.2366,-0.1738,0.1084,2269.0000,13.4037,3.2501,NaN,NaN,NaN,NaN,NaN,0.0717,0.4605,0.5325,76.0000,1.6595,1.0592,0.9912,0.0931,948.0000,14.4504,4.5149,NaN,NaN,NaN,NaN,Na
0.4332,0.0836,1889.0000,17.6496,3.5036,0.4265,0.0600,2490.0000,16.6691,3.9382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5403,0.0703,1866.0000,13.7031,2.6854,-0.0904,0.0717,839.0000,6.5423,4.4660,0.3763,0.1360,2056.0000,15.4820,3.4093,0.4976,0.1131,1986.0000,17.6370,3.4624,-0.4121,0.3990,0.0359,156.0000,1789.0000,10.9106,6.8559,0.4987,0.1080,2018.0000,16.0664,3.5023,0.0191,0.6296,55.0000,1.2401,1.1695,0.0915,1287.0000,8.6807,2.5580,0.1756,0.1241,2525.0000,11.8760,2.3524,0.0000,0.0680,0.4948,1.1554,0.8230,192.0000,1.9408,0.2716,0.0913,2091.0000,12.6184,3.5549,NaN,NaN,NaN,NaN,NaN,0.2067,0.4186,0.7556,44.0000,1.9175,0.9338,1.2032,0.0460,416.0000,11.5024,4.4557,NaN,NaN,NaN,NaN,Na
0.1575,0.0948,2095.0000,16.1389,2.7694,-0.0352,0.0740,2872.0000,16.4196,2.3086,-0.0133,18.0000,0.3434,0.0801,465.0000,9.0237,1.6508,0.0881,0.0726,2125.0000,12.7901,2.3764,-0.1050,0.4140,1219.0000,27.5980,0.4462,-0.0012,0.1292,2414.0000,12.0377,2.1638,0.3429,0.2363,1961.0000,22.0938,2.9385,0.0297,0.6585,0.0822,253.0000,3399.0000,18.7435,3.2206,0.4071,0.1548,2295.0000,16.9961,2.5870,0.0045,0.5166,212.0000,0.8215,1.1144,0.2227,1538.0000,19.0943,0.5471,0.6255,0.2165,2618.0000,17.6020,2.1448,0.2439,0.3816,0.4301,0.9141,1.1552,279.0000,3.9715,0.3207,0.0910,2308.0000,14.5724,2.6844,NaN,NaN,NaN,NaN,NaN,-0.0507,0.7419,0.4526,94.0000,1.9977,0.9723,0.9135,0.1300,993.0000,18.7694,3.7166,NaN,NaN,NaN,NaN,Na
-0.4089,0.1407,2841.0000,17.7737,4.6228,-0.1282,0.0664,4773.0000,9.3222,2.9935,0.0578,5.0000,0.3810,0.0631,246.0000,8.1220,2.1917,-0.2014,0.0789,3016.0000,13.0192,2.1353,0.2996,0.2361,1281.0000,14.2763,2.8815,-0.8397,0.1899,2029.0000,18.1153,3.0284,-0.5216,0.1921,2881.0000,19.4238,3.5491,-0.2546,0.6531,0.0513,206.0000,2377.0000,15.3252,5.4099,-0.5600,0.1705,2403.0000,19.1677,3.2113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5085,0.2090,2839.0000,15.2793,2.5877,0.2340,0.3850,0.5429,0.9601,1.0458,210.0000,3.6313,-0.5416,0.1244,2552.0000,15.3480,2.6569,NaN,NaN,NaN,NaN,NaN,-0.0008,0.3529,0.6111,35.0000,1.0113,0.8758,0.7597,0.0379,392.0000,11.5485,6.9330,NaN,NaN,NaN,NaN,Na
-0.9377,0.1487,2388.0000,18.6960,2.8053,-0.3892,0.0731,2802.0000,16.7480,3.1557,0.0473,17.0000,0.4342,0.0775,243.0000,9.4733,1.8335,-0.8037,0.1040,2656.0000,16.2733,2.1811,-0.2889,0.0810,915.0000,5.6568,3.0626,-0.8847,0.1295,2581.0000,12.6327,2.9480,-0.7885,0.1765,3025.0000,16.3157,2.2992,-0.1072,0.7323,0.0880,288.0000,6170.0000,14.8802,1.7731,-0.8983,0.1624,2431.0000,15.8441,3.6079,-0.0640,0.4400,176.0000,1.4599,1.0146,0.1668,1164.0000,16.8445,2.5877,-0.9335,0.2342,3081.0000,15.3122,2.5897,0.1296,0.0421,0.4672,0.8507,0.7844,274.0000,3.6361,-0.7582,0.1087,1946.0000,16.1578,3.2900,NaN,NaN,NaN,NaN,NaN,0.0336,0.2591,0.5809,302.0000,1.7197,1.0090,0.8947,0.2182,1187.0000,21.6613,2.9056,NaN,NaN,NaN,NaN,Na
-0.3450,0.0564,2019.0000,14.3155,3.8681,-0.0779,0.0475,2195.0000,12.6629,3.0988,-0.0965,15.0000,0.7661,0.0847,500.0000,6.2500,2.6460,-0.1356,0.0794,1873.0000,11.9343,2.0640,-0.5181,0.1816,1201.0000,13.6828,1.4021,-0.1744,0.1023,1906.0000,11.1779,2.5414,-0.2927,0.1098,2146.0000,14.8285,3.5814,0.0911,0.3505,0.0402,182.0000,2613.0000,7.7076,5.0127,-0.2389,0.0849,1543.0000,14.8211,4.1838,-0.2306,0.7273,45.0000,2.0290,1.0083,0.0784,734.0000,9.4441,2.8373,-0.1362,0.0821,1993.0000,10.0657,2.3169,0.0977,0.1053,0.4865,2.6157,1.8085,892.0000,3.5143,-0.1750,0.1023,1826.0000,13.4677,3.2697,NaN,NaN,NaN,NaN,NaN,0.1467,0.5161,0.7051,155.0000,2.9715,1.1108,0.8478,0.1128,904.0000,17.4812,3.7187,NaN,NaN,NaN,NaN,Na
-0.2723,0.0834,2389.0000,14.3675,3.0667,0.0556,0.0621,2906.0000,13.2020,3.4995,-0.2526,15.0000,0.3872,0.0547,427.0000,6.9415,2.5395,-0.2140,0.1355,2514.0000,12.9877,2.4327,0.3691,0.2054,1094.0000,12.0073,2.6692,-0.1388,0.1313,2308.0000,14.3358,3.2779,-0.4334,0.1579,2148.0000,17.7966,3.0089,-0.0772,0.7048,0.0836,352.0000,5135.0000,17.8068,2.4193,-0.2295,0.1862,2524.0000,18.2750,3.1255,-0.0233,0.5350,487.0000,0.6205,0.9698,0.3426,1156.0000,32.5458,0.3382,-0.1890,0.1535,2715.0000,13.2755,2.8122,0.1871,0.3107,0.5822,0.8889,1.0348,292.0000,3.8918,-0.1579,0.1337,2585.0000,15.7277,3.7360,NaN,NaN,NaN,NaN,NaN,-0.0083,0.5735,0.6829,204.0000,1.5582,1.0221,0.9574,0.1942,1396.0000,21.2170,3.2692,NaN,NaN,NaN,NaN,Na
0.4091,0.0512,2167.0000,13.1444,5.0187,0.1548,0.0500,2677.0000,12.5230,3.7931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4097,0.0625,1915.0000,11.5520,2.7262,0.4758,0.3927,1530.0000,19.5706,0.5437,0.2738,0.0498,1667.0000,9.6959,3.7394,NaN,NaN,NaN,NaN,NaN,0.0840,0.5831,0.0875,262.0000,5243.0000,16.1955,1.7216,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1060,0.4839,0.4848,32.0000,0.7487,1.1887,0.7279,0.0441,350.0000,16.2800,6.3231,NaN,NaN,NaN,NaN,Na
0.0519,0.1135,2706.0000,16.0281,2.8668,-0.1002,0.0459,2645.0000,10.3875,3.3332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0125,0.0551,1918.0000,9.5912,2.8487,-0.1470,0.4576,1176.0000,30.8767,0.4769,-0.5330,0.0766,1975.0000,10.8734,2.7660,-0.4248,0.0832,2015.0000,11.9434,4.0903,-0.3222,0.3054,0.0365,99.0000,1263.0000,18.5748,9.1425,-0.1479,0.0802,2177.0000,12.2816,3.2589,-0.0418,0.3750,17.0000,1.4215,1.1294,0.0629,713.0000,8.0673,3.9327,-0.3657,0.0607,1717.0000,9.8206,3.0168,0.0659,0.1021,0.4467,1.0742,0.9036,300.0000,2.5461,-0.3513,0.1036,2260.0000,14.1027,3.3274,NaN,NaN,NaN,NaN,NaN,0.0828,0.4706,0.6860,85.0000,3.6354,1.0861,0.9178,0.0937,943.0000,13.9353,4.9672,NaN,NaN,NaN,NaN,Na
0.0809,0.1723,2668.0000,18.5806,3.0448,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
