Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
-0.4390,0.0864,2125.0000,16.7351,3.1134,-0.2481,0.0541,2445.0000,13.2503,4.3858,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0479,0.1236,2038.0000,15.5088,3.1419,-0.6451,0.5631,898.0000,45.0479,0.2516,-0.5276,0.1233,2118.0000,14.7144,3.7298,-0.2639,0.1340,2736.0000,15.2661,4.4347,-0.1980,0.4692,0.0541,171.0000,3508.0000,9.4379,2.4370,-0.2118,0.1220,2890.0000,13.0048,4.3287,0.0401,0.4545,12.0000,0.6399,1.6806,0.0648,813.0000,5.8180,2.0669,-0.0255,0.1183,2291.0000,13.0869,3.4131,0.1421,0.4618,0.4689,0.9832,1.2137,177.0000,3.8301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0495,0.2526,0.7083,95.0000,1.3604,0.9756,0.7815,0.0996,1017.0000,14.8692,3.2652,NaN,NaN,NaN,NaN,Na
0.1500,0.1325,2692.0000,20.5319,3.1330,-0.1118,0.0839,4989.0000,13.9321,4.4997,0.1464,13.0000,0.5363,0.0570,445.0000,9.3056,2.1174,-0.6511,0.1302,3498.0000,14.4448,2.1080,-0.7258,0.4180,1173.0000,24.6061,0.6410,-0.6898,0.1754,3016.0000,16.2838,2.3305,-0.2813,0.1807,3777.0000,16.5721,3.2772,-0.4227,0.7249,0.0443,213.0000,2243.0000,14.6982,6.7124,-0.4305,0.2012,4082.0000,16.4302,2.3612,0.1497,0.3407,183.0000,1.1207,0.8758,0.1560,1298.0000,16.0270,1.3846,-0.3493,0.1553,3330.0000,13.4153,2.7013,0.0476,0.3911,0.4167,0.9134,1.1714,144.0000,2.9661,-0.4440,0.1359,3550.0000,15.7161,2.7046,NaN,NaN,NaN,NaN,NaN,0.1332,0.3539,0.6762,243.0000,0.8819,0.9539,0.9547,0.1775,1339.0000,17.0963,1.1348,NaN,NaN,NaN,NaN,Na
0.4935,0.0749,2486.0000,14.0318,2.5971,0.0923,0.0627,2386.0000,16.5411,3.4270,0.3196,20.0000,0.5563,0.0981,622.0000,9.8633,2.3140,-0.3156,0.1255,2219.0000,15.0086,2.2257,-0.6441,0.7085,685.0000,64.0613,0.1271,-0.1107,0.1304,2077.0000,14.8137,2.8094,-0.0465,0.1344,2756.0000,17.6292,2.8356,-0.0472,0.4688,0.0382,203.0000,2110.0000,11.4360,4.3415,0.0595,0.1472,2488.0000,17.9421,2.8545,0.0229,0.5473,202.0000,2.2736,1.0190,0.1813,930.0000,21.8032,1.9666,-0.0150,0.1687,2272.0000,16.1677,2.4087,0.0000,0.0479,0.4764,1.3846,1.3341,296.0000,2.1311,-0.3783,0.0892,1821.0000,16.9330,4.3456,NaN,NaN,NaN,NaN,NaN,0.0383,0.5765,0.6860,85.0000,2.5114,1.0601,0.7828,0.0947,869.0000,13.5696,3.1334,NaN,NaN,NaN,NaN,Na
0.1814,0.0589,1702.0000,11.7174,3.5631,0.4301,0.0574,2197.0000,15.1525,3.8283,-0.0317,14.0000,0.5866,0.0580,324.0000,6.0432,2.7323,0.5383,0.0743,1802.0000,9.8885,2.4061,-0.6236,0.2769,1278.0000,15.5258,1.2212,0.3074,0.1007,2387.0000,10.5622,2.8218,0.3996,0.0534,2298.0000,11.4178,4.5112,0.1356,0.2383,0.0382,100.0000,1524.0000,10.3707,4.6637,0.6556,0.0570,2317.0000,11.9240,4.2009,0.0819,0.5567,204.0000,0.8727,1.0428,0.1953,1432.0000,19.2214,0.7300,0.5047,0.0475,2330.0000,8.1459,3.1273,0.1046,0.0690,0.5811,1.1994,0.8882,148.0000,2.1020,0.1447,0.0551,2567.0000,9.4071,3.3159,NaN,NaN,NaN,NaN,NaN,-0.1020,0.4625,0.5851,240.0000,1.2477,1.1146,0.8717,0.2068,1054.0000,25.8046,0.9706,NaN,NaN,NaN,NaN,Na
0.2091,0.2029,2337.0000,22.5353,2.3125,-0.1705,0.0634,2434.0000,15.8332,2.7688,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2504,0.1734,2102.0000,19.6332,2.3236,0.2504,0.1874,941.0000,13.1243,6.7330,0.5650,0.1205,1905.0000,12.4541,3.0574,0.2713,0.1721,2152.0000,18.6343,3.0787,-0.0474,0.7419,0.0748,196.0000,3582.0000,16.3353,2.3672,0.3473,0.1692,1619.0000,20.5886,2.3277,-0.0096,0.5787,611.0000,0.7281,0.8794,0.3851,1299.0000,27.2410,0.4835,0.5646,0.1859,2009.0000,17.2469,2.9483,0.0173,0.0560,0.5988,0.9999,0.9596,167.0000,2.4384,0.6739,0.2394,2069.0000,20.3393,2.8796,NaN,NaN,NaN,NaN,NaN,-0.0932,0.8047,0.6204,215.0000,3.4840,0.9025,0.9534,0.1498,765.0000,20.6941,5.0631,NaN,NaN,NaN,NaN,Na
0.2275,0.1221,3637.0000,17.5098,4.0867,-0.4859,0.0878,3573.0000,20.1553,3.1593,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0182,0.1007,3083.0000,14.9715,2.0358,0.0308,0.2813,1707.0000,16.9543,0.7986,0.1443,0.1914,3014.0000,19.0143,1.8658,0.1944,0.2224,3722.0000,21.5110,2.6788,0.0503,0.5863,0.0418,146.0000,2534.0000,12.2841,13.9854,0.1081,0.1614,3289.0000,19.6418,2.7181,0.0505,0.4375,257.0000,0.8955,1.0435,0.2212,1538.0000,20.0098,1.1955,-0.0050,0.1835,3236.0000,17.5791,1.9139,0.0000,0.2671,0.5361,0.9916,0.9326,166.0000,1.9370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2935,0.2744,0.5530,216.0000,0.8199,1.1858,0.9787,0.1632,1396.0000,15.8223,0.9678,NaN,NaN,NaN,NaN,Na
0.0842,0.0899,3009.0000,13.9355,2.4664,-0.0116,0.0756,3408.0000,15.6450,3.2230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0747,0.0623,2480.0000,10.4835,2.2227,-0.5349,0.2201,1181.0000,13.9086,1.4641,0.3732,0.1271,2831.0000,11.5217,2.5929,0.2511,0.1606,3026.0000,17.8523,2.9705,-0.4857,0.4264,0.0547,132.0000,2063.0000,14.5133,7.4058,0.4211,0.2345,3050.0000,17.3262,3.0250,-0.0314,0.4563,470.0000,0.6400,1.0163,0.3272,1276.0000,27.4600,0.4893,0.4388,0.1677,3483.0000,11.2501,2.4571,0.0000,0.3554,0.3806,0.7968,1.1083,155.0000,2.6596,-0.0968,0.0436,2526.0000,5.7644,3.2174,NaN,NaN,NaN,NaN,NaN,-0.1001,0.5055,0.6087,91.0000,1.8059,1.1210,1.0952,0.1164,1134.0000,14.9638,4.3884,NaN,NaN,NaN,NaN,Na
0.2596,0.1196,2560.0000,22.5355,3.9149,0.1564,0.0656,2540.0000,18.1260,3.6945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2574,0.1246,1953.0000,21.0896,2.3289,-0.3955,0.2648,1441.0000,16.5052,1.1040,-0.0159,0.1490,1905.0000,17.8845,2.6629,0.0498,0.2559,2037.0000,32.1586,3.1753,0.0315,0.5347,0.0742,224.0000,3933.0000,15.3928,2.8294,0.1475,0.2618,1899.0000,30.6382,3.0667,0.0262,0.4587,352.0000,0.6919,0.9439,0.2722,1445.0000,23.0000,0.5652,0.0280,0.1493,2136.0000,16.3034,2.9784,0.0000,0.0000,0.4152,1.1984,1.1672,277.0000,2.5107,0.5218,0.1925,1710.0000,23.9433,3.8958,NaN,NaN,NaN,NaN,NaN,0.1043,0.5633,0.5957,229.0000,2.1595,1.1095,0.8665,0.1923,1084.0000,22.4511,3.8158,NaN,NaN,NaN,NaN,Na
0.1593,0.0857,3416.0000,13.5884,2.2851,0.4194,0.0748,3919.0000,13.5683,2.3136,-0.0511,8.0000,0.2400,0.0449,324.0000,7.3673,4.1459,0.4163,0.0706,1990.0000,10.1643,2.1535,-0.2012,0.2204,1380.0000,13.1928,3.2080,-0.2650,0.0656,2414.0000,8.9403,2.3906,0.3499,0.2072,2982.0000,18.2696,2.9555,0.0496,0.3886,0.0578,131.0000,2214.0000,18.1938,5.6378,-0.1872,0.1917,3586.0000,15.3885,2.9113,0.0613,0.5175,115.0000,1.3784,0.9229,0.1146,764.0000,13.9620,6.1741,-0.5200,0.1551,2906.0000,11.8837,2.7319,0.0000,0.0484,0.5985,1.3257,1.0632,137.0000,1.3112,0.2810,0.1535,3374.0000,12.9739,2.2269,NaN,NaN,NaN,NaN,NaN,0.0994,0.4375,0.5538,64.0000,2.6208,1.1429,0.8405,0.0818,584.0000,16.7003,5.4367,NaN,NaN,NaN,NaN,Na
-0.2391,0.1021,2683.0000,19.7253,3.3711,0.2184,0.0756,3031.0000,18.1950,3.2906,0.3332,8.0000,0.5412,0.0562,356.0000,8.5337,2.6586,0.2565,0.1292,2776.0000,19.2097,2.1176,0.3428,0.6686,1095.0000,36.2913,0.2178,-0.3383,0.1159,2391.0000,17.4166,2.6195,-0.1898,0.1522,3534.0000,17.2671,3.6729,0.2626,0.5867,0.0611,159.0000,2716.0000,16.3663,3.3373,-0.2272,0.0964,2457.0000,16.4827,3.9221,-0.1290,0.5313,33.0000,2.0376,1.3994,0.0810,1058.0000,8.3185,3.3078,-0.3383,0.1455,1983.0000,18.9279,3.5321,0.0000,0.3964,0.5448,0.7947,0.6670,402.0000,2.4151,-0.0494,0.0843,2703.0000,14.5919,3.8367,NaN,NaN,NaN,NaN,NaN,0.1858,0.2539,0.6398,446.0000,0.6904,1.0356,1.0145,0.3041,1136.0000,27.8565,0.4742,NaN,NaN,NaN,NaN,Na
0.1559,0.0708,2215.0000,14.6623,2.8088,-0.1447,0.0639,2906.0000,15.7030,4.6238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1777,0.0804,2133.0000,12.7548,3.1225,-0.0743,0.8127,754.0000,56.4761,0.2140,0.4504,0.1052,2343.0000,13.2586,3.0095,-0.1334,0.1148,2835.0000,12.8790,3.4010,0.2115,0.7321,0.0897,513.0000,4641.0000,19.8731,3.5664,0.2590,0.1050,2592.0000,13.3889,3.7333,0.0940,0.5833,13.0000,1.1907,1.2659,0.0557,680.0000,8.1147,4.8877,-0.0709,0.0906,2113.0000,13.0317,3.5885,0.0000,0.5202,0.5565,1.0970,0.6971,372.0000,2.5033,0.0284,0.0798,2235.0000,14.0814,4.0499,NaN,NaN,NaN,NaN,NaN,0.0306,0.5412,0.6279,171.0000,2.2553,1.0834,0.7714,0.1693,1079.0000,22.3577,3.0881,NaN,NaN,NaN,NaN,Na
-0.2599,0.0353,1651.0000,7.8480,4.4372,0.2923,0.0472,2285.0000,11.5396,5.9617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2554,0.1345,2739.0000,13.5520,3.5272,-0.2035,0.5148,1276.0000,25.2853,0.7228,0.3214,0.1128,2154.0000,12.3487,4.4962,-0.1473,0.1426,2330.0000,13.0888,5.2428,-0.0330,0.7063,0.1085,359.0000,4605.0000,20.7266,1.2823,-0.0081,0.1589,2680.0000,13.9358,5.0497,-0.0845,0.4815,55.0000,1.0056,0.8011,0.0950,1133.0000,9.4210,1.5327,-0.2546,0.1084,2248.0000,12.4973,3.9896,0.0541,0.0282,0.5050,0.8990,0.7443,301.0000,3.2451,0.0782,0.0670,2296.0000,11.9591,4.9125,NaN,NaN,NaN,NaN,NaN,0.0649,0.5881,0.5736,454.0000,0.6887,1.0093,0.8941,0.3278,1029.0000,33.4849,0.4207,NaN,NaN,NaN,NaN,Na
-0.3492,0.0724,3248.0000,13.1974,3.1165,-0.4339,0.0745,3302.0000,16.3628,3.5090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.6079,0.1293,2962.0000,16.3302,2.0486,0.5557,0.7544,1078.0000,32.4666,0.4190,-0.1859,0.1694,2753.0000,14.9858,2.3605,-0.4304,0.1310,2583.0000,13.7538,3.1486,-0.1948,0.7403,0.0555,108.0000,2452.0000,13.6868,6.8452,-0.3478,0.0946,2700.0000,12.6319,3.6472,0.1936,0.4412,35.0000,1.5573,1.1589,0.0783,1154.0000,6.5901,2.0858,-0.3280,0.0840,2428.0000,10.4786,3.3190,0.0931,0.6159,0.4875,0.9512,0.8755,240.0000,2.6815,-0.2674,0.0697,2509.0000,12.3739,3.5369,NaN,NaN,NaN,NaN,NaN,0.0130,0.4529,0.3743,170.0000,1.8669,1.0327,0.9364,0.1339,677.0000,19.3781,3.4305,NaN,NaN,NaN,NaN,Na
-0.1297,0.0681,2090.0000,10.6316,2.5700,0.3897,0.0618,2665.0000,13.9197,2.7142,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2213,0.0756,2394.0000,9.7381,2.3015,-0.5626,0.5861,1262.0000,26.3352,0.5608,0.0997,0.0717,2156.0000,8.7964,2.8330,0.0683,0.0892,2506.0000,12.7243,3.1640,-0.5182,0.3913,0.0440,200.0000,1456.0000,10.9492,5.2504,0.1269,0.0717,2182.0000,11.0082,3.3911,0.0987,0.4255,48.0000,1.2999,1.0227,0.0755,646.0000,13.2198,4.5438,-0.2637,0.0853,2562.0000,9.6503,2.4069,0.2001,0.4877,0.5976,1.2223,1.1565,169.0000,1.6271,-0.0445,0.0824,2145.0000,11.9632,3.6249,NaN,NaN,NaN,NaN,NaN,0.0721,0.5862,0.5333,29.0000,1.0649,1.2794,0.9375,0.0359,331.0000,9.4864,2.8581,NaN,NaN,NaN,NaN,Na
0.1727,0.1506,4028.0000,18.9456,2.1864,-0.1893,0.0752,3637.0000,15.4572,2.6007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2099,0.1264,2589.0000,16.3237,2.2176,-0.1862,0.1316,1348.0000,8.0208,1.4146,0.0675,0.1772,2315.0000,16.5685,3.0592,0.0417,0.2355,3086.0000,21.6429,2.8664,-0.0399,0.4659,0.0432,116.0000,1696.0000,12.4357,7.5606,-0.1072,0.1163,2889.0000,15.1471,3.1377,0.0408,0.4246,432.0000,0.5523,0.9475,0.3406,911.0000,45.5192,0.2673,0.0679,0.1251,2764.0000,13.9360,2.6378,0.0258,0.2562,0.3773,1.2065,0.8997,220.0000,2.0882,-0.1680,0.0779,2882.0000,11.2033,3.1028,NaN,NaN,NaN,NaN,NaN,0.1458,0.4436,0.7513,381.0000,2.1032,0.9464,1.0228,0.2601,950.0000,32.9011,2.3409,NaN,NaN,NaN,NaN,Na
-0.8763,0.2039,2734.0000,24.3833,3.1149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.2431,0.1122,2666.0000,12.3935,2.3298,-0.2823,0.0598,2883.0000,11.8619,2.8610,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2108,0.0813,2301.0000,9.9635,2.5755,-0.5696,0.0715,445.0000,7.1236,2.4525,-0.6595,0.1092,2163.0000,10.9149,2.5171,-0.3239,0.1505,2251.0000,17.0275,2.7891,0.2694,0.5858,0.0410,89.0000,1628.0000,14.7052,7.7562,-0.5088,0.1869,2427.0000,17.3712,2.8619,0.0960,0.6531,50.0000,2.0602,0.9710,0.0988,1090.0000,10.4890,2.8227,-0.4259,0.1082,2700.0000,8.7233,2.4399,0.1364,0.0441,0.4966,0.9383,0.8631,292.0000,2.4333,-0.4775,0.2755,2467.0000,18.3567,2.5780,NaN,NaN,NaN,NaN,NaN,0.0166,0.6154,0.4074,53.0000,3.5129,1.3153,0.9972,0.0550,574.0000,11.3275,7.3978,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.2995,0.0504,2521.0000,8.0484,2.6633,0.3293,0.0464,3434.0000,8.9106,2.9507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0189,0.3694,1141.0000,20.7204,1.4699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3535,0.5385,14.0000,1.2300,1.5808,0.0160,122.0000,8.6066,2.7856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036,0.4814,0.8397,835.0000,0.9265,0.9786,0.9554,0.5145,498.0000,78.8474,0.6616,NaN,NaN,NaN,NaN,Na
-0.1063,0.0524,2171.0000,12.9083,3.8854,0.1622,0.0479,2151.0000,15.2101,5.1722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3019,0.0781,1723.0000,15.4568,2.9361,-0.3273,0.3898,1207.0000,21.3637,1.2970,-0.1463,0.0729,2051.0000,10.2496,3.5811,-0.3446,0.1862,2731.0000,19.1109,2.7651,0.0328,0.5162,0.0364,51.0000,983.0000,13.9135,5.8820,-0.2211,0.2229,2431.0000,22.4809,2.7453,0.0521,0.4163,258.0000,1.1271,0.9012,0.2267,1023.0000,28.0753,1.2372,-0.1133,0.1312,2684.0000,12.8081,3.0781,0.3630,0.3563,0.6489,0.9350,1.1509,225.0000,2.9591,-0.0787,0.1144,2288.0000,13.9274,4.0012,NaN,NaN,NaN,NaN,NaN,-0.1109,0.6087,0.4894,46.0000,1.8784,1.0040,0.8514,0.0488,550.0000,11.5836,4.4125,NaN,NaN,NaN,NaN,Na
-0.1823,0.0765,2329.0000,16.6011,3.1842,-0.2661,0.0945,2811.0000,21.4240,2.9804,0.2508,17.0000,0.5735,0.1125,910.0000,9.9231,2.8744,-0.3012,0.2183,2517.0000,22.1502,1.6207,0.7366,0.5143,1258.0000,30.8569,0.2980,0.0792,0.1605,2547.0000,17.9278,2.2284,-0.3176,0.2047,2510.0000,21.7709,2.9830,0.3953,0.3584,0.0680,369.0000,3709.0000,13.2160,2.7051,-0.0160,0.1673,2498.0000,17.7570,2.8619,-0.0020,0.4179,202.0000,2.9480,1.1396,0.1938,1568.0000,15.5529,0.8586,-0.0607,0.1740,2672.0000,15.4184,2.3600,0.3313,0.2127,0.5123,1.0423,1.0826,244.0000,2.3494,-0.3449,0.1038,2489.0000,14.6272,2.8858,NaN,NaN,NaN,NaN,NaN,-0.0450,0.5531,0.6269,452.0000,0.6588,0.9801,1.0146,0.3115,1226.0000,31.3483,0.3478,NaN,NaN,NaN,NaN,Na
0.5531,0.0720,2254.0000,14.8993,3.8711,-0.0319,0.0609,3062.0000,13.4804,3.4057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2486,0.0807,2315.0000,13.0160,2.6923,-0.2610,0.2561,1197.0000,13.7627,0.9153,0.5919,0.1169,1972.0000,15.1055,3.1978,0.3379,0.1466,2575.0000,16.7553,3.9093,-0.2563,0.3131,0.0469,103.0000,1983.0000,8.0005,6.5653,0.4313,0.1403,2566.0000,15.5791,2.8119,0.0259,0.6364,34.0000,1.2714,0.9533,0.0939,1137.0000,10.1557,2.8498,0.4509,0.1408,2374.0000,13.6500,2.7297,0.0868,0.5171,0.5123,0.8524,0.8872,203.0000,2.6778,0.6631,0.1096,2569.0000,13.8046,3.1197,NaN,NaN,NaN,NaN,NaN,-0.2741,0.5714,0.6111,35.0000,2.7714,0.9917,1.0519,0.0508,361.0000,11.3989,4.0338,NaN,NaN,NaN,NaN,Na
-0.4588,0.0397,1942.0000,12.1236,3.3670,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0930,0.1175,1303.0000,11.3899,3.1867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.8935,0.2335,3547.0000,17.6983,1.5541,-0.2901,0.1150,5311.0000,14.1297,3.1645,-0.2239,19.0000,0.5645,0.0752,581.0000,12.0534,2.1309,-0.5138,0.1456,4719.0000,12.3920,2.3334,0.0978,0.2731,1578.0000,13.4360,0.9983,-0.7520,0.2140,4197.0000,14.6321,2.1358,-0.4307,0.1834,4250.0000,11.6016,3.5907,-0.3357,0.5725,0.0546,180.0000,1547.0000,111.2786,4.6856,-0.5610,0.1088,4311.0000,9.2535,3.8687,-0.1891,0.5758,67.0000,1.5183,1.0388,0.1044,1085.0000,10.6737,2.3552,-0.7020,0.1570,3428.0000,13.8874,4.2658,0.0874,0.3661,0.5705,1.1736,0.6933,312.0000,2.8821,-0.2938,0.0895,3381.0000,11.7832,3.8595,NaN,NaN,NaN,NaN,NaN,-0.0717,0.3829,0.5108,739.0000,0.4408,0.9248,0.9085,0.5183,752.0000,58.3178,0.1527,NaN,NaN,NaN,NaN,Na
-0.0782,0.0847,1927.0000,15.5537,2.4596,-0.0520,0.0602,3010.0000,11.2515,3.0040,0.3154,27.0000,0.5573,0.2983,860.0000,42.9581,0.5729,0.5650,0.1254,3175.0000,13.1458,1.8589,0.6348,0.4226,1249.0000,28.8118,0.4352,0.6057,0.1715,2618.0000,16.4011,2.1870,0.4156,0.1871,2859.0000,17.6044,2.3596,0.3736,0.6530,0.0389,196.0000,848.0000,141.6863,7.6201,0.5785,0.1746,3026.0000,14.2614,2.2725,-0.0131,0.3789,162.0000,1.4273,1.0623,0.1500,885.0000,20.9175,1.9561,0.8136,0.1448,2143.0000,13.5086,2.9773,0.2672,0.6243,0.6779,0.8420,1.0450,149.0000,2.4234,0.5318,0.1202,1990.0000,16.1593,2.6211,NaN,NaN,NaN,NaN,NaN,0.0062,0.4681,0.7091,329.0000,1.5559,0.9705,1.0650,0.2372,878.0000,32.6207,1.8981,NaN,NaN,NaN,NaN,Na
0.2877,0.1859,3783.0000,18.9815,3.0964,0.2785,0.0886,3422.0000,16.9696,3.4258,-0.1825,17.0000,0.3969,0.0924,1171.0000,11.3920,6.9420,0.2396,0.2261,2637.0000,22.5210,2.9820,0.0191,0.6222,1112.0000,35.7374,0.2352,0.1426,0.1694,2399.0000,19.7466,3.2914,0.8210,0.3430,4184.0000,23.0325,4.4393,-0.3549,0.2966,0.0405,141.0000,1582.0000,93.4374,4.5351,0.3362,0.1240,2449.0000,14.1029,3.4355,-0.0218,0.5455,12.0000,1.5564,1.5125,0.0481,531.0000,6.4896,3.5542,0.3379,0.1234,2680.0000,12.6720,3.4803,0.0000,0.5083,0.6408,1.1641,1.0756,206.0000,2.6450,0.7376,0.2791,2753.0000,23.0636,3.3155,NaN,NaN,NaN,NaN,NaN,-0.1389,0.7041,0.8059,169.0000,3.4928,1.0083,0.7520,0.1648,1121.0000,18.3729,7.7940,NaN,NaN,NaN,NaN,Na
-0.3997,0.0997,3292.0000,13.4547,2.3323,-0.1573,0.0722,3290.0000,13.8435,2.3131,0.1517,23.0000,0.4906,0.1829,1014.0000,26.6913,3.1723,0.0394,0.1211,2783.0000,13.4678,1.7650,0.2768,0.3932,1504.0000,21.2959,0.6843,-0.0143,0.1217,2736.0000,12.8827,2.1993,-0.0186,0.1402,3222.0000,14.6710,2.5626,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0128,0.0918,2512.0000,11.5641,2.3930,0.2426,0.3614,203.0000,1.5455,1.0139,0.1659,1134.0000,18.1649,1.1639,-0.1062,0.0925,2617.0000,10.9045,2.6400,0.5328,0.4044,0.5417,0.5728,1.1748,144.0000,3.2387,0.1271,0.0822,2569.0000,12.6497,3.3136,NaN,NaN,NaN,NaN,NaN,0.1771,0.3545,0.6192,427.0000,0.5876,1.0081,0.9760,0.2972,1213.0000,28.6810,0.3766,NaN,NaN,NaN,NaN,Na
