Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
-0.2732,0.0359,1563.0000,13.0870,4.0574,-0.0462,0.0416,1669.0000,13.4697,4.1764,0.4336,27.0000,0.5784,0.3780,1343.0000,26.7342,0.5594,0.3447,0.0684,1849.0000,14.0925,5.2758,0.7686,0.4398,1179.0000,29.9135,0.5161,-0.2465,0.0670,1183.0000,20.7642,3.6358,0.2584,0.0511,1493.0000,15.0784,6.0315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0767,0.0836,1506.0000,17.6534,3.7295,-0.1032,0.4621,384.0000,1.5369,0.9377,0.2623,1202.0000,23.1572,0.9639,0.6736,0.0414,1393.0000,14.3202,4.1674,0.8183,0.5599,0.4739,1.1875,1.2294,230.0000,2.3226,0.0233,0.0499,1777.0000,12.0338,4.5307,0.0448,0.0147,908.0000,9.3216,3.3116,-0.0733,0.4878,0.5970,329.0000,4.0986,0.9428,0.9194,0.2358,925.0000,24.3978,5.0442,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,-0.0542,0.0279,1614.0000,11.0285,5.2859,0.3898,15.0000,0.3500,0.1120,344.0000,33.1948,3.8844,-0.1446,0.0210,1159.0000,9.3762,3.3384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3045,0.0456,0.0424,245.0000,2448.0000,7.2700,6.7254,NaN,NaN,NaN,NaN,NaN,-0.0581,0.8824,256.0000,1.2536,0.9408,0.1890,1132.0000,25.4867,1.5752,0.2861,0.0208,1595.0000,8.6464,5.2710,0.8638,0.9625,0.5316,1.4365,1.3726,158.0000,1.3949,0.2595,0.0205,1593.0000,7.5474,4.7497,NaN,NaN,NaN,NaN,NaN,-0.1114,0.5800,0.8167,250.0000,3.2560,0.8292,0.9582,0.1665,863.0000,23.4751,4.4460,NaN,NaN,NaN,NaN,Na
-0.1347,0.0443,2022.0000,12.3343,3.5394,-0.0119,0.0532,3205.0000,10.0153,2.9651,-0.0333,27.0000,0.8201,0.3088,1311.0000,30.3539,0.2072,-0.1968,0.0878,3252.0000,10.9167,3.1505,0.5628,0.3320,1443.0000,24.1019,0.3550,0.1202,0.0513,1634.0000,11.1395,5.6203,0.1266,0.0403,2431.0000,10.7873,4.4877,0.1041,0.3236,0.0789,461.0000,6421.0000,11.1933,1.3956,-0.2325,0.0925,3208.0000,11.8049,2.9763,-0.0401,0.6429,155.0000,1.2691,0.9835,0.1682,1873.0000,14.1954,0.6952,0.0038,0.0602,3030.0000,11.6264,4.1232,0.6852,0.0044,0.5658,1.2265,0.8836,281.0000,1.4723,-0.2317,0.1197,3667.0000,13.2585,3.1195,-0.3651,0.0320,2102.0000,10.7460,4.7803,0.1167,0.4462,0.8265,437.0000,1.4446,1.0094,0.9552,0.3277,1499.0000,22.9907,0.4446,NaN,NaN,NaN,NaN,Na
-0.0892,0.0951,2972.0000,19.8469,4.5982,-0.3919,0.1360,1875.0000,27.1547,4.9168,0.4369,27.0000,0.5864,0.4906,666.0000,63.1892,0.1967,-0.1502,0.1576,1300.0000,25.8685,4.4126,0.5045,0.4169,1167.0000,28.0977,0.5000,-0.1074,0.1292,1446.0000,21.4378,4.8346,0.0351,0.0443,970.0000,19.5165,5.5530,-0.2695,0.4325,0.0885,382.0000,5395.0000,17.4022,1.2833,-0.0479,0.0401,1005.0000,13.0398,3.9963,-0.0132,0.6679,269.0000,1.1268,0.7961,0.2384,1230.0000,26.3512,1.3794,-0.0151,0.0300,1116.0000,11.7482,5.0734,0.1986,0.1559,0.4904,1.3217,1.2216,208.0000,1.6469,-0.2071,0.0719,2276.0000,13.2447,3.8189,0.1081,0.0325,1418.0000,13.6023,4.2014,0.0846,0.4382,0.6917,372.0000,2.2751,1.1083,1.0434,0.2721,1159.0000,24.4582,1.9842,NaN,NaN,NaN,NaN,Na
-0.0832,0.0772,1914.0000,22.2273,3.3287,0.1428,0.1053,2839.0000,18.9348,2.5297,0.0112,25.0000,0.3547,0.3036,780.0000,30.6269,1.5621,0.3790,0.1547,2114.0000,20.0085,3.3069,0.0756,0.6417,945.0000,42.1132,0.2819,0.5577,0.2557,2116.0000,27.5510,4.3103,-0.0497,0.0688,2064.0000,18.0455,4.4329,0.4219,0.6547,0.1102,361.0000,4490.0000,20.9840,2.1910,0.6603,0.1924,1886.0000,22.2147,3.5152,0.0431,0.4933,151.0000,1.3739,0.9936,0.1599,1431.0000,16.4396,1.0066,0.4465,0.0767,2223.0000,15.9892,3.4779,0.0166,0.1229,0.5635,1.2642,0.5349,323.0000,1.6165,0.2698,0.0912,2180.0000,16.9119,4.3201,0.0382,0.0363,1369.0000,16.0526,4.1766,-0.0433,0.4487,0.6320,673.0000,1.0517,0.9791,0.9506,0.4696,969.0000,42.4757,0.3269,NaN,NaN,NaN,NaN,Na
-0.2173,0.0632,2304.0000,17.4974,5.5522,-0.7113,0.0631,2067.0000,14.2714,4.1642,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5006,0.0640,1403.0000,11.5944,3.5660,0.8591,0.1856,1186.0000,9.1526,1.6710,-0.5208,0.0552,1312.0000,15.7043,5.3204,-0.8201,0.0326,907.0000,17.6836,4.3560,-0.0007,0.4220,0.1383,101.0000,3800.0000,33.7803,1.1728,0.2918,0.0252,1212.0000,12.4381,3.8093,-0.0816,0.6069,548.0000,1.0201,0.9523,0.3934,993.0000,41.2447,0.3649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.1410,0.0840,3596.0000,14.2978,2.3686,NaN,NaN,NaN,NaN,NaN,-0.0818,17.0000,0.2035,0.0546,385.0000,8.5299,2.3209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.4047,0.0185,905.0000,8.0309,3.5421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4383,0.0292,1082.0000,8.4455,3.2763,0.2107,0.0924,700.0000,10.9757,5.9742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.2656,0.0350,1468.0000,16.1914,4.2900,0.4058,0.0317,2170.0000,9.8945,3.4661,-0.2372,17.0000,0.4894,0.0612,402.0000,14.2114,2.8100,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.0206,0.0375,1648.0000,15.3993,5.2928,0.4759,0.0565,1695.0000,15.0195,3.9585,-0.3244,26.0000,0.6702,0.2013,1094.0000,20.3291,0.9168,0.6358,0.0744,1820.0000,15.9995,3.8790,-0.5252,0.4559,1306.0000,22.1616,0.7241,0.4350,0.0582,1693.0000,11.8364,5.3248,0.2475,0.0237,1170.0000,12.1504,4.4325,-0.1161,0.2584,0.0604,344.0000,3039.0000,10.3712,4.3907,0.3368,0.1282,1553.0000,18.8146,4.1790,-0.0305,0.3829,176.0000,0.9380,1.0701,0.1434,1326.0000,14.4449,1.0157,0.2578,0.0608,1618.0000,11.8362,4.1972,0.8090,0.5913,0.6491,2.0516,1.1811,171.0000,1.5151,0.7456,0.1540,2403.0000,19.6400,3.8705,0.0903,0.0208,1387.0000,10.0043,4.3329,-0.0102,0.4250,0.8780,40.0000,2.9416,0.8696,1.1389,0.0462,492.0000,9.9878,6.6456,NaN,NaN,NaN,NaN,Na
0.5930,0.0286,658.0000,16.5228,3.9382,NaN,NaN,NaN,NaN,NaN,0.1833,22.0000,0.3687,0.0805,662.0000,14.2085,2.6729,0.5325,0.0482,812.0000,15.1921,3.6839,0.4117,0.1397,1234.0000,12.7066,1.3178,0.0584,0.0623,928.0000,17.5711,4.7348,-0.2200,0.0172,727.0000,12.5076,3.2328,0.0286,0.2793,0.0481,107.0000,2221.0000,8.5209,5.2515,0.5155,0.0526,989.0000,14.6997,4.2185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4435,0.0321,693.0000,15.5007,4.0194,0.9810,0.9999,0.5101,2.3233,1.3160,298.0000,0.7294,0.1813,0.0673,1680.0000,15.3107,5.0020,NaN,NaN,NaN,NaN,NaN,-0.0678,0.4038,0.6555,208.0000,3.0628,1.0783,0.8899,0.1567,916.0000,18.3384,4.7585,NaN,NaN,NaN,NaN,Na
0.1500,0.0547,1224.0000,20.4077,5.1032,0.1600,0.0636,1313.0000,16.9764,4.4895,-0.0668,27.0000,0.1895,0.1155,1310.0000,13.3176,1.9934,0.0706,0.0337,1015.0000,10.0611,3.5688,-0.1430,0.1414,926.0000,13.5043,6.6953,0.3981,0.0276,924.0000,11.3182,4.4238,0.1515,0.0249,1003.0000,13.2193,4.7504,-0.4222,0.3839,0.0433,183.0000,2692.0000,10.2827,11.5010,0.4208,0.0293,1122.0000,9.1087,4.0598,-0.0466,0.3889,91.0000,1.3286,1.2022,0.1781,1714.0000,18.1319,0.5782,0.3343,0.0328,1486.0000,9.6474,4.5518,0.2918,0.0218,0.3204,1.3069,1.3407,334.0000,2.5154,0.5863,0.0876,2242.0000,14.3466,4.8683,-0.1623,0.0172,1125.0000,10.1120,4.4439,-0.0136,0.3704,0.6585,81.0000,4.1117,1.1912,0.9762,0.0909,841.0000,14.5624,9.9501,NaN,NaN,NaN,NaN,Na
-0.2437,0.0415,1595.0000,16.6940,5.1140,-0.4323,0.0312,1392.0000,14.0316,4.8354,0.1048,27.0000,0.3641,0.1927,1087.0000,22.7939,1.0066,-0.3667,0.0863,1273.0000,19.7840,4.1412,-0.0548,0.3154,1164.0000,29.1503,0.7010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.4009,0.0768,1380.0000,14.9848,4.8689,-0.3288,0.0181,641.0000,12.3651,3.1541,0.4718,23.0000,0.4794,0.1340,982.0000,18.6039,4.7953,NaN,NaN,NaN,NaN,NaN,0.3946,0.0928,1191.0000,9.6087,4.6260,0.4995,0.0269,863.0000,9.3453,4.9284,NaN,NaN,NaN,NaN,NaN,0.1919,0.4571,0.0581,177.0000,5148.0000,9.4297,5.0275,0.0442,0.0344,767.0000,11.7588,4.0138,0.2445,0.4280,251.0000,1.0058,1.0497,0.1966,1569.0000,17.4009,0.9856,0.4347,0.0345,856.0000,10.9638,4.1210,0.7670,0.0000,0.5355,3.1564,1.3909,211.0000,0.7017,-0.0053,0.0493,1199.0000,11.0901,4.4261,0.5374,0.0320,1201.0000,10.1341,4.8015,0.0036,0.4688,0.5640,288.0000,3.4053,1.2410,1.0483,0.1964,844.0000,16.3791,3.4254,NaN,NaN,NaN,NaN,Na
-0.2077,0.0576,2209.0000,12.0484,4.3219,-0.4771,0.0656,1818.0000,14.0836,4.0787,-0.0935,27.0000,0.5645,0.2405,1177.0000,26.9737,0.7970,-0.8379,0.0681,1875.0000,10.9056,4.0716,-0.2392,0.0755,640.0000,10.3938,3.1130,-0.4610,0.0843,1658.0000,16.5826,5.2358,-0.3479,0.0657,2258.0000,13.7143,5.7525,0.0558,0.2274,0.0334,64.0000,1663.0000,6.1978,6.2600,-0.2149,0.1005,2178.0000,15.3421,4.0142,0.0456,0.4458,490.0000,0.7121,1.0201,0.3181,1301.0000,27.2944,0.3433,-0.7183,0.0992,2446.0000,15.9415,3.9466,0.9048,0.7885,0.4469,1.4140,1.1187,179.0000,1.3173,-0.4621,0.1882,3624.0000,18.4539,6.0711,-0.1177,0.0371,1375.0000,14.8880,3.8023,-0.0646,0.4956,0.8043,459.0000,1.5863,0.9587,0.8772,0.3096,1376.0000,21.1621,1.5258,NaN,NaN,NaN,NaN,Na
-0.1319,0.0777,2142.0000,18.3175,4.7769,-0.1276,0.0878,2282.0000,18.0202,4.1211,0.1048,27.0000,0.5260,0.5706,683.0000,63.5813,0.2046,-0.5114,0.1661,2504.0000,18.3926,3.4432,-0.2348,0.4804,1174.0000,31.2291,0.3469,-0.0627,0.1872,2426.0000,22.7552,5.7847,-0.0300,0.0529,2013.0000,15.3915,5.8067,0.1546,0.6468,0.0713,255.0000,2855.0000,16.2368,3.3303,0.1484,0.0940,2644.0000,13.6502,3.8557,-0.0654,0.5258,602.0000,0.4769,1.0160,0.3661,1401.0000,27.6181,0.2814,0.3158,0.0715,2232.0000,14.7625,4.2922,1.0000,1.0000,0.5612,0.7881,1.0882,278.0000,3.1147,-0.1446,0.1281,2338.0000,17.0616,4.8618,0.1845,0.0272,1752.0000,11.0691,4.7157,0.0641,0.3224,0.6196,183.0000,2.4411,0.9630,0.8877,0.1288,1054.0000,14.1546,5.3566,NaN,NaN,NaN,NaN,Na
0.0658,0.0201,1334.0000,9.1207,5.0358,-0.6356,0.0332,1424.0000,9.4551,3.5887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4141,0.0269,1655.0000,7.4344,4.4581,-0.5603,0.0952,792.0000,11.5101,2.6797,-0.3883,0.0452,1183.0000,11.4446,5.6820,-0.5321,0.0184,1070.0000,10.2439,3.7258,-0.4483,0.3730,0.0551,162.0000,2600.0000,8.8496,3.1408,-0.7584,0.0388,1440.0000,8.4840,2.9381,-0.3522,0.6508,64.0000,0.9116,1.1344,0.0999,1325.0000,10.7992,1.8705,-0.5156,0.0379,2463.0000,8.4084,4.1392,0.7840,0.5815,0.4828,2.4165,1.4586,232.0000,0.6840,-0.7533,0.1119,3175.0000,11.1865,3.0222,-0.0439,0.0320,2511.0000,11.7308,4.3697,-0.1060,0.3846,0.5000,13.0000,2.2012,0.8125,1.0000,0.0355,397.0000,7.3249,5.6879,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.1219,17.0000,0.3261,0.0885,584.0000,17.3682,4.1031,-0.5198,0.0300,873.0000,9.8431,4.3768,0.1051,0.1893,677.0000,24.6617,0.9953,-0.0702,0.0314,1177.0000,9.1198,4.9168,-0.0301,0.0194,1104.0000,8.9203,4.0382,0.3762,0.2799,0.0735,195.0000,2757.0000,15.9322,2.4643,-0.5877,0.1304,1359.0000,20.2156,4.4236,-0.1127,0.3731,68.0000,1.9238,1.1002,0.0936,922.0000,13.1497,2.6655,-0.1696,0.0350,1248.0000,12.3205,4.4530,0.5391,0.2360,0.6480,1.2311,1.3052,304.0000,1.9568,0.6877,0.0859,1852.0000,13.2160,4.9767,0.0841,0.0157,979.0000,10.0664,3.7315,0.1167,0.5484,0.7500,31.0000,2.1328,1.0420,0.5000,0.0458,394.0000,8.4416,3.8192,-0.2141,0.0343,897.0000,12.5953,3.755
-0.5137,0.0345,1152.0000,16.0399,3.1635,-0.1561,0.0427,1528.0000,13.9084,3.1363,0.0387,22.0000,0.3308,0.0826,527.0000,15.8140,2.6981,-0.3759,0.0621,1485.0000,14.3340,3.3710,0.4467,0.0609,366.0000,15.1639,5.6800,0.3072,0.0456,1187.0000,12.3816,3.4078,-0.4713,0.0329,1287.0000,12.4678,4.2573,-0.1952,0.4097,0.0387,72.0000,1481.0000,13.1614,5.8318,-0.1309,0.0939,1674.0000,13.3560,3.3837,0.0164,0.5682,45.0000,1.9138,0.9057,0.0586,751.0000,10.5206,4.3278,-0.2378,0.0577,1127.0000,12.8323,4.1362,0.8642,0.9580,0.4100,1.4236,1.3125,200.0000,1.5265,0.1515,0.1155,1831.0000,14.9366,5.1073,NaN,NaN,NaN,NaN,NaN,0.1266,0.5194,0.8363,335.0000,4.6926,1.0224,0.8914,0.2022,1193.0000,19.4359,5.0420,NaN,NaN,NaN,NaN,Na
-0.4737,0.0498,1187.0000,16.3901,4.4208,-0.5036,0.0657,1797.0000,15.6522,3.4704,-0.4093,16.0000,0.4681,0.0962,804.0000,11.8694,3.3111,-0.7375,0.1095,1481.0000,16.3025,3.9627,0.3443,0.3562,1207.0000,23.5775,0.5971,0.1919,0.0345,1185.0000,12.5451,5.2063,-0.2107,0.0290,1478.0000,12.7896,4.9617,-0.0335,0.4550,0.0438,138.0000,2804.0000,9.5021,7.7620,0.7619,0.0923,1727.0000,14.4870,3.9470,0.0221,0.5683,140.0000,1.2844,0.9608,0.1527,1388.0000,17.5411,1.7022,0.1245,0.0363,1639.0000,10.9616,4.3053,0.9679,0.4393,0.4421,1.9609,1.0692,328.0000,1.0776,0.4163,0.0707,2027.0000,14.0148,4.8175,-0.3320,0.0203,1288.0000,11.0241,4.7306,0.0744,0.3611,0.5479,72.0000,1.8505,1.1137,0.9402,0.1008,1087.0000,9.6909,2.1450,0.2666,0.0585,1813.0000,15.0160,4.108
-0.4986,0.1213,2345.0000,28.7181,4.0529,-0.3343,0.1099,2073.0000,17.7559,2.5725,-0.0652,26.0000,0.4662,0.1834,919.0000,19.6899,1.4472,-0.2014,0.1077,1513.0000,15.7740,3.7808,-0.2472,0.1118,1200.0000,9.2375,3.6802,-0.6419,0.2121,2059.0000,23.2608,6.0368,-0.5220,0.0421,1093.0000,13.2516,5.1426,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.4988,0.1951,2259.0000,16.5494,3.5339,0.0489,0.6809,48.0000,1.8199,1.0067,0.0892,817.0000,16.2583,2.0418,-0.8189,0.1162,1496.0000,15.6872,4.3820,0.6530,0.7426,0.4895,1.2078,1.0426,380.0000,2.0317,-0.8611,0.3158,2523.0000,23.6885,4.7463,-0.4291,0.0428,1431.0000,11.0468,4.7600,-0.0480,0.5179,0.6372,112.0000,2.1676,1.0549,0.7656,0.0952,758.0000,14.8984,3.6783,-0.3111,0.0648,1514.0000,17.0727,6.132
-0.2049,0.0242,1856.0000,6.5000,2.8511,-0.3699,0.0335,2252.0000,6.9463,1.5854,-0.1317,26.0000,0.3953,0.2245,765.0000,30.1059,2.0180,-0.0702,0.0218,1293.0000,6.5870,2.8970,-0.7902,0.3003,1024.0000,24.9551,1.1027,-0.6993,0.0431,1242.0000,11.0781,3.2317,-0.3799,0.0359,944.0000,14.2341,3.0051,-0.3412,0.5677,0.0609,60.0000,1870.0000,24.0872,5.6094,-0.5341,0.1228,1588.0000,14.7456,2.9929,0.2134,0.2571,71.0000,1.6382,0.8848,0.0788,737.0000,13.3745,2.7826,-0.0542,0.0667,1534.0000,11.0274,3.7042,0.5217,0.6086,0.4726,1.0684,0.9381,201.0000,3.9146,-0.3334,0.0259,1351.0000,7.1251,4.1024,0.0179,0.0181,1426.0000,8.7791,4.4198,0.1141,0.3555,0.6265,256.0000,1.9043,0.8866,0.9145,0.1943,1171.0000,17.2425,1.7436,0.0533,0.0228,990.0000,13.4515,5.112
0.4189,0.0395,1184.0000,15.2863,4.6557,0.5221,0.0448,1106.0000,15.8508,3.3683,-0.0083,19.0000,0.3278,0.0892,817.0000,12.3476,3.2562,0.2262,0.0603,1398.0000,13.2632,3.4173,-0.2662,0.1448,981.0000,13.2141,5.7671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.1712,0.0362,1284.0000,15.4704,4.4455,0.1463,0.0767,1396.0000,21.6354,3.4611,0.0996,22.0000,0.5112,0.1908,940.0000,19.2436,4.4175,-0.1559,0.0788,1220.0000,16.8566,4.5959,-0.0047,0.5096,1213.0000,29.1418,0.4955,-0.1183,0.1686,2095.0000,25.0754,6.6783,-0.1771,0.0556,1153.0000,18.7320,3.7968,0.3395,0.5757,0.0673,266.0000,3566.0000,12.7995,2.8144,-0.4335,0.0898,1103.0000,19.0435,4.5304,-0.1126,0.6325,303.0000,0.7110,0.9583,0.2329,1676.0000,18.2375,0.5146,0.2095,0.0529,1491.0000,14.1737,4.7743,0.0000,0.0000,0.5054,1.5138,1.4731,277.0000,1.5007,-0.0573,0.0824,1916.0000,15.3168,5.1999,-0.0830,0.0246,1076.0000,14.1654,4.6070,-0.0346,0.7164,0.5891,201.0000,3.2205,1.0040,0.9510,0.1566,1142.0000,14.6699,3.8422,-0.2697,0.1125,1733.0000,19.3110,4.527
-0.5440,0.0301,1634.0000,11.1671,3.0211,NaN,NaN,NaN,NaN,NaN,0.1070,19.0000,0.2622,0.0898,514.0000,16.5078,4.6181,0.0444,0.0216,1005.0000,8.9423,3.4879,-0.1391,0.1146,851.0000,12.5899,1.6857,0.0079,0.0255,854.0000,10.9098,4.5801,0.4902,0.0188,899.0000,11.4950,3.6676,0.0687,0.3973,0.0568,148.0000,2372.0000,13.1551,4.1953,0.5299,0.0815,2870.0000,17.0233,3.5681,0.3359,0.0611,230.0000,0.4825,0.9469,0.1824,1901.0000,18.1704,0.3425,-0.3163,0.0973,3032.0000,19.7639,3.5854,0.8003,0.3915,0.5000,1.3258,1.2831,332.0000,1.8038,0.2080,0.0749,3105.0000,16.1266,4.7017,0.2427,0.0948,2666.0000,28.1872,5.3766,0.2273,0.3268,0.6429,153.0000,2.4272,1.0250,0.9333,0.1533,1731.0000,14.4437,4.5822,0.3331,0.1344,2866.0000,27.1144,5.198
0.3148,0.0752,1807.0000,13.7692,4.9989,NaN,NaN,NaN,NaN,NaN,-0.2991,27.0000,0.5343,0.3462,836.0000,48.7416,0.3469,NaN,NaN,NaN,NaN,NaN,-0.6973,0.2513,1090.0000,28.0651,0.7635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1876,0.2003,3200.0000,17.3697,6.7460,0.1147,0.0251,1165.0000,11.0112,5.5300,0.0848,0.4118,0.4708,273.0000,1.2962,1.0964,0.8496,0.2042,1484.0000,16.5101,1.8277,0.0950,0.0499,1218.0000,15.7200,6.544
0.1068,0.0401,1007.0000,15.9901,4.6385,0.2879,0.1317,1440.0000,22.2243,3.4202,-0.0422,27.0000,0.4338,0.2649,1024.0000,27.0117,0.9086,0.2751,0.1119,1243.0000,19.2132,3.7564,-0.3370,0.1527,954.0000,15.1813,2.9392,0.4605,0.1131,1333.0000,21.0885,5.9767,0.0023,0.0543,1682.0000,12.7771,5.6367,0.3409,0.6275,0.0611,136.0000,3477.0000,12.0713,6.3860,0.2600,0.0962,1462.0000,16.2941,5.3453,0.0316,0.6531,50.0000,1.0060,1.0593,0.0909,1079.0000,11.4180,2.4991,0.0901,0.0582,1573.0000,14.0305,4.8096,0.9987,0.9971,0.4234,1.3094,1.0427,385.0000,1.9770,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
