Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
0.0058,0.0333,2487.0000,7.9445,2.9362,0.0055,0.0709,1699.0000,16.2543,3.9488,-0.4390,26.0000,0.5218,0.4057,920.0000,36.4228,0.8704,-0.2280,0.0609,980.0000,17.4214,3.6701,-0.4427,0.6502,765.0000,56.7412,0.1695,-0.2610,0.0437,1233.0000,13.8686,3.6987,-0.1130,0.0192,962.0000,10.7401,3.0073,-0.5713,0.8049,0.0605,184.0000,3256.0000,19.5464,5.7192,-0.0770,0.0459,1098.0000,13.4499,2.7135,-0.0381,0.2909,166.0000,1.9177,0.9929,0.1659,1232.0000,18.4692,3.9223,-0.0279,0.0363,1566.0000,11.7937,3.5878,0.8709,0.8012,0.5319,1.2859,0.9614,188.0000,3.3557,-0.4108,0.0535,1139.0000,13.2353,3.8099,0.1391,0.0173,1025.0000,10.1493,4.1317,0.0215,0.5440,0.8730,739.0000,0.6409,1.0283,0.9140,0.4346,1156.0000,36.4879,0.1783,NaN,NaN,NaN,NaN,Na
-0.2996,0.0654,2529.0000,16.3365,5.4525,-0.2365,0.1207,2601.0000,20.0146,5.3398,-0.3158,27.0000,0.6991,0.4375,1228.0000,32.7744,0.2384,-0.0725,0.1275,2200.0000,19.1827,4.9224,-0.4058,0.4717,1237.0000,31.9167,0.2890,-0.4493,0.1168,2163.0000,17.8317,6.3017,-0.5160,0.0498,1354.0000,17.6167,5.5371,0.1739,0.7400,0.0713,372.0000,5344.0000,14.7987,4.6313,-0.0749,0.0860,1330.0000,17.7038,3.8018,-0.1517,0.4251,288.0000,0.6623,0.9377,0.2209,1492.0000,22.3519,0.4520,-0.3210,0.0288,1191.0000,11.3770,4.6041,0.8595,0.8540,0.4143,1.1963,1.3541,210.0000,3.5438,-0.5977,0.1146,3356.0000,12.5653,3.9601,-0.0544,0.0206,1494.0000,10.8240,4.5891,0.1478,0.4344,0.8513,389.0000,1.3087,1.0201,0.8912,0.2694,1309.0000,23.6555,1.4318,NaN,NaN,NaN,NaN,Na
0.0537,0.0781,1263.0000,19.2185,3.6150,-0.1736,0.1222,1845.0000,21.5572,5.1576,-0.2994,27.0000,0.5253,0.3397,1526.0000,20.8486,0.7210,-0.3552,0.0718,1223.0000,18.2061,4.4898,-0.4307,0.4285,1688.0000,18.6363,0.4934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2243,26.0000,0.5745,0.0896,1283.0000,7.3071,1.7607,NaN,NaN,NaN,NaN,NaN,0.7860,0.1005,918.0000,11.3214,1.6754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.0800,0.0171,933.0000,10.1651,4.2012,-0.1991,27.0000,0.5071,0.1652,1283.0000,13.6345,1.5034,NaN,NaN,NaN,NaN,NaN,-0.0478,0.2042,1132.0000,13.7094,1.4695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5455,0.5016,0.0605,245.0000,4092.0000,11.7490,7.3469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.1470,0.0520,1539.0000,17.7713,6.5216,-0.0737,27.0000,0.5006,0.3124,1375.0000,22.9295,0.8894,0.7625,0.1610,1168.0000,24.2834,4.4847,-0.2180,0.4607,1192.0000,24.7072,0.6340,0.8791,0.2146,1666.0000,25.8181,6.0536,0.2830,0.0213,797.0000,13.6386,5.1196,0.2440,0.5572,0.0519,193.0000,2690.0000,15.7498,10.0081,0.6568,0.0810,1061.0000,17.5353,5.2933,-0.1227,0.6459,258.0000,0.8593,0.7287,0.2010,1228.0000,19.9764,0.7755,0.6247,0.0204,584.0000,12.0188,5.0672,0.9786,1.0000,0.5714,1.3103,1.0063,140.0000,1.7965,0.2663,0.1284,2682.0000,15.5928,4.9293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.0250,0.0682,2207.0000,14.0630,5.3712,-0.3187,0.0709,1941.0000,18.0659,5.1485,-0.1919,27.0000,0.4835,0.3000,1243.0000,22.1657,0.8089,-0.3015,0.0550,1336.0000,13.3540,4.3651,0.1680,0.3115,1201.0000,19.8918,0.9491,-0.5222,0.0602,2508.0000,11.5634,4.1592,NaN,NaN,NaN,NaN,NaN,-0.0169,0.6610,0.0610,139.0000,4750.0000,14.0349,1.6362,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.4712,0.0607,1928.0000,12.3709,4.9668,-0.0771,21.0000,0.4537,0.2659,910.0000,26.9890,7.2249,0.7865,0.0487,1982.0000,10.3037,4.7182,-0.2624,0.4689,1069.0000,31.6651,1.7085,0.4645,0.0404,1276.0000,12.5572,4.0236,0.0166,0.0334,1439.0000,12.7380,3.8394,-0.0312,0.6649,0.0849,292.0000,4493.0000,18.4881,9.0178,0.4890,0.0721,1647.0000,15.4918,4.0127,-0.1296,0.6633,399.0000,0.8891,0.9763,0.3023,1179.0000,29.9873,0.4891,0.1398,0.0384,1830.0000,12.3705,5.5528,0.9964,0.8651,0.6649,5.9796,1.1915,194.0000,1.2559,0.3129,0.0395,2159.0000,10.7809,6.4785,-0.3097,0.0322,1696.0000,13.8113,5.1727,0.0563,0.6500,0.7805,40.0000,3.3976,1.1538,0.9965,0.0469,381.0000,13.0499,7.4901,NaN,NaN,NaN,NaN,Na
-0.0002,0.1338,5235.0000,17.6069,4.6144,-0.3095,0.2427,4195.0000,22.5414,5.1807,-0.0679,27.0000,0.5467,0.5944,990.0000,42.1212,0.1829,-0.1326,0.1113,2966.0000,17.4144,4.8918,-0.8468,0.5261,1055.0000,35.2227,0.5402,0.0191,0.0668,1644.0000,14.8546,6.4178,-0.1822,0.0398,1606.0000,13.2746,5.9482,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3658,0.0617,1541.0000,13.7171,5.9571,0.1824,0.3428,389.0000,0.5439,0.9813,0.2876,1329.0000,27.7141,0.3029,-0.1557,0.0351,1979.0000,10.5558,5.7981,0.9933,0.9512,0.4571,1.0108,0.9930,140.0000,1.2008,-0.1933,0.0558,2587.0000,11.2586,6.2147,0.0782,0.0187,1008.0000,12.7381,5.0051,-0.0596,0.5627,0.6673,558.0000,4.4031,1.0342,0.8984,0.3809,924.0000,31.2900,4.3170,NaN,NaN,NaN,NaN,Na
-0.4198,0.0463,1539.0000,15.3398,3.9890,-0.0898,0.0948,1802.0000,18.4706,4.0291,-0.4919,17.0000,0.1200,0.0946,753.0000,12.2829,3.6758,0.5636,0.0644,1733.0000,11.8390,4.6121,-0.5562,0.1731,1079.0000,13.9212,2.6733,-0.4893,0.0572,1973.0000,10.4247,3.7928,0.1240,0.0475,2153.0000,10.3121,5.0740,-0.1120,0.7415,0.0889,263.0000,5696.0000,16.2347,2.0441,0.2040,0.0913,2019.0000,12.9733,4.0071,-0.1403,0.4815,28.0000,0.9595,1.0014,0.0769,1099.0000,8.6315,2.3110,-0.2999,0.0276,1241.0000,9.7695,3.9165,1.0000,1.0000,0.5037,1.9645,1.4780,272.0000,0.7735,0.6287,0.0965,1783.0000,15.3617,3.5928,0.0770,0.0265,1820.0000,9.4176,3.7424,0.0017,0.4509,0.6993,448.0000,3.1640,1.0728,0.9639,0.3359,1156.0000,28.8036,1.3183,NaN,NaN,NaN,NaN,Na
-0.5678,0.0594,1309.0000,22.0504,4.1012,-0.1175,0.1215,2036.0000,22.5609,4.7820,0.3153,27.0000,0.6604,0.4356,1352.0000,29.9682,0.2129,-0.4406,0.1218,1979.0000,17.5245,3.3505,0.5369,0.4147,1658.0000,20.2256,0.4265,-0.2886,0.0673,1451.0000,15.6740,5.0192,-0.2132,0.0340,2453.0000,8.8907,5.5575,0.2323,0.5137,0.0431,162.0000,2829.0000,10.7646,6.9419,NaN,NaN,NaN,NaN,NaN,0.1876,0.4509,225.0000,1.8793,1.0053,0.1464,656.0000,22.9665,3.7637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
-0.6399,0.0743,1271.0000,16.7994,4.4025,-0.0992,0.1043,1165.0000,27.4429,3.7614,0.1449,20.0000,0.2816,0.1514,806.0000,21.3908,4.3171,-0.2675,0.0667,1364.0000,14.0323,3.7955,-0.0167,0.2044,1005.0000,20.6706,3.9844,0.0052,0.0451,975.0000,14.0636,4.2749,-0.1569,0.0321,742.0000,20.7844,4.2855,0.0590,0.4352,0.0731,259.0000,4883.0000,13.0057,2.3198,-0.1390,0.0849,1383.0000,17.5503,4.1407,0.0499,0.5952,43.0000,1.4054,0.7722,0.0842,1050.0000,12.6105,3.3194,-0.2865,0.0411,1235.0000,13.3109,4.4853,0.0000,0.0000,0.4840,1.5632,1.3543,374.0000,1.1987,-0.1240,0.0498,1329.0000,13.0602,5.5955,-0.0042,0.0176,985.0000,12.3228,3.9800,0.0084,0.6032,0.7995,378.0000,1.3752,1.0721,0.9875,0.2822,1385.0000,22.0108,0.9922,NaN,NaN,NaN,NaN,Na
0.5592,0.1264,3308.0000,20.5299,3.7357,0.7017,0.1411,1983.0000,20.2789,2.8581,0.1581,25.0000,0.4082,0.1486,984.0000,14.7693,2.0491,0.8545,0.2369,1850.0000,26.9227,2.6700,0.1225,0.4992,1384.0000,23.7363,0.4647,0.6045,0.3005,2280.0000,29.6202,5.4532,0.2312,0.0406,1505.0000,15.9900,4.9027,0.0681,0.5419,0.0618,374.0000,3617.0000,13.5789,2.9104,0.7875,0.1683,1676.0000,23.4779,3.8920,-0.1235,0.5234,471.0000,0.7161,0.9788,0.3123,1152.0000,33.6059,0.2696,0.3453,0.0494,1725.0000,13.4487,4.2139,0.9687,0.9247,0.5441,0.8929,0.6499,397.0000,3.3578,0.7193,0.1931,2536.0000,22.1376,4.3761,0.2204,0.0261,1202.0000,13.8245,4.7823,-0.0176,0.5411,0.6675,778.0000,2.6318,0.9162,1.0064,0.5044,733.0000,51.3997,1.6231,NaN,NaN,NaN,NaN,Na
0.1520,0.0706,2286.0000,18.7717,4.7912,-0.2519,0.1240,3149.0000,20.9022,4.2579,-0.2109,27.0000,0.4382,0.4264,1018.0000,38.9008,0.4719,-0.3645,0.0973,1460.0000,21.1678,4.5032,-0.6924,0.6051,674.0000,60.3101,0.3930,-0.6464,0.0418,443.0000,24.3115,0.3739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.2986,0.0250,1665.0000,8.6547,3.2063,-0.7398,0.0640,1542.0000,14.1083,4.3910,-0.3355,27.0000,0.4293,0.2972,1503.0000,21.0339,0.6323,-0.5263,0.0574,1797.0000,11.0952,4.7360,-0.5265,0.4532,1271.0000,29.2101,0.3132,0.2000,0.0363,1243.0000,11.2486,3.9736,NaN,NaN,NaN,NaN,NaN,-0.2399,0.7183,0.0992,240.0000,5848.0000,18.2002,1.0364,0.3697,0.1000,1159.0000,16.7420,3.6760,-0.3832,0.6098,42.0000,1.3954,1.0006,0.0803,762.0000,11.7769,1.8889,-0.0757,0.0387,1267.0000,11.4775,4.9262,0.8047,0.8203,0.5502,1.0555,1.0142,249.0000,2.2148,-0.0887,0.0722,2122.0000,12.2177,5.3580,0.0987,0.0176,1341.0000,11.1044,4.2907,-0.1869,0.6768,0.7500,495.0000,5.4558,0.9835,0.9140,0.3257,712.0000,40.6194,2.2604,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.5369,0.0344,562.0000,18.1352,3.7711,-0.0630,26.0000,0.4992,0.1336,1217.0000,12.7075,3.0440,0.2562,0.0370,730.0000,13.9397,3.7905,-0.0421,0.2142,1502.0000,12.3595,1.0480,0.3554,0.0272,544.0000,14.5184,4.0972,NaN,NaN,NaN,NaN,NaN,0.0665,0.5745,0.0732,258.0000,5590.0000,12.5750,1.6837,-0.1190,0.0231,680.0000,10.6662,3.8826,-0.1563,0.6742,133.0000,1.7660,1.1126,0.1307,1318.0000,14.6085,4.5487,NaN,NaN,NaN,NaN,NaN,0.9051,0.3403,0.4755,1.8512,1.2483,265.0000,1.0451,0.3053,0.0332,1056.0000,10.8362,3.7985,NaN,NaN,NaN,NaN,NaN,0.0323,0.5385,0.9091,65.0000,0.9006,1.2071,0.9167,0.0698,789.0000,10.9341,5.8153,NaN,NaN,NaN,NaN,Na
-0.1189,0.0223,1201.0000,9.3830,7.8684,0.2982,0.0544,1679.0000,14.3591,7.0374,0.5830,27.0000,0.4620,0.3838,1483.0000,22.7492,0.4491,0.4270,0.0887,1724.0000,14.9664,6.5035,0.7753,0.2015,1130.0000,12.2239,4.1675,0.1508,0.0838,2169.0000,14.0378,8.4585,0.1476,0.0205,953.0000,11.2015,6.6236,0.5450,0.6892,0.0565,157.0000,3512.0000,13.2030,4.6717,0.3533,0.0614,1335.0000,15.9169,6.1199,0.2167,0.5732,165.0000,0.8131,1.0900,0.1498,1631.0000,12.8670,0.8838,0.2061,0.0245,1012.0000,12.2964,5.7215,0.0000,0.6524,0.4767,2.0368,0.9762,193.0000,0.8194,0.2784,0.0345,1713.0000,10.8722,6.5510,NaN,NaN,NaN,NaN,NaN,0.0655,0.4678,0.5415,590.0000,2.1620,1.0042,0.9439,0.3946,1077.0000,30.8765,1.3172,NaN,NaN,NaN,NaN,Na
-0.0293,0.0345,1494.0000,12.9264,7.2179,-0.3164,0.0633,1755.0000,17.2353,5.2607,0.2204,27.0000,0.5390,0.3236,1531.0000,19.6519,0.6517,-0.0811,0.0831,1444.0000,16.6323,4.0176,0.3331,0.4446,1463.0000,21.9829,0.4497,-0.2460,0.0719,1625.0000,16.0117,5.9475,0.1033,0.0260,1427.0000,10.8725,6.1242,0.2155,0.6997,0.0481,177.0000,2701.0000,12.7157,3.4521,0.4445,0.0382,1477.0000,10.2437,6.0989,-0.0161,0.5763,355.0000,0.5263,0.8479,0.2416,1729.0000,18.2603,0.4948,-0.1485,0.0369,2094.0000,10.0239,6.0526,0.7853,0.8781,0.4444,1.7921,0.8325,180.0000,0.9316,-0.0780,0.0669,2157.0000,11.7520,5.6359,NaN,NaN,NaN,NaN,NaN,0.0075,0.4185,0.7978,271.0000,1.3053,1.0538,1.0370,0.2008,1403.0000,18.7292,1.8473,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,0.1257,0.0503,869.0000,24.2394,4.2704,-0.3154,27.0000,0.4228,0.2748,1203.0000,22.5927,1.0315,0.0553,0.0355,1101.0000,9.7520,3.6595,-0.7544,0.2240,941.0000,19.7460,2.4794,0.0734,0.0822,1155.0000,15.7481,3.9436,0.5643,0.0407,1191.0000,14.4987,3.5421,0.0742,0.6407,0.0766,192.0000,5272.0000,14.1626,1.5717,-0.0741,0.0594,1051.0000,15.9981,3.3113,-0.0915,0.5926,55.0000,3.7078,1.0543,0.0569,443.0000,14.1625,4.6340,0.2367,0.0300,906.0000,11.6678,4.4699,0.3454,0.7153,0.3727,1.9528,0.6376,161.0000,1.3173,0.5892,0.0762,852.0000,17.7019,4.2181,-0.3519,0.0147,839.0000,9.3921,4.6651,0.0013,0.5049,0.6479,408.0000,3.6252,0.9903,0.9432,0.2837,932.0000,27.2929,4.8791,NaN,NaN,NaN,NaN,Na
-0.1750,0.0843,2470.0000,19.0510,3.7543,-0.0098,0.1127,1796.0000,25.1403,5.0802,0.5632,27.0000,0.5203,0.5479,752.0000,58.0266,0.1689,0.0872,0.1299,1882.0000,19.8247,3.3559,0.7963,0.7418,747.0000,57.0241,0.1869,0.8912,0.1564,1258.0000,23.6471,4.2385,0.4290,0.1095,1534.0000,18.2973,4.5788,0.0981,0.5655,0.0806,356.0000,4362.0000,20.0525,3.7270,0.5272,0.0635,1335.0000,12.8277,4.4182,-0.0030,0.3971,69.0000,3.2355,0.9383,0.0824,690.0000,15.4377,3.2809,0.6167,0.0248,1332.0000,9.4812,5.0913,0.9864,1.0000,0.4792,2.1989,1.4818,361.0000,1.1166,0.6052,0.1326,3469.0000,11.0274,2.8752,0.0721,0.0306,2059.0000,9.2268,4.2462,-0.0165,0.5615,0.4612,244.0000,7.0154,0.8489,0.9609,0.1803,829.0000,24.4379,5.7730,NaN,NaN,NaN,NaN,Na
-0.1875,0.0549,1349.0000,21.7042,5.4784,0.3040,0.0929,1282.0000,17.6989,3.7584,-0.2594,26.0000,0.4058,0.1500,1063.0000,16.3133,2.1768,0.5946,0.0997,1221.0000,16.7011,4.0132,0.0641,0.0810,582.0000,9.9536,3.0379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2474,0.0447,2356.0000,16.0344,6.4881,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
NaN,NaN,NaN,NaN,NaN,-0.2773,0.1318,1623.0000,25.0314,3.8361,-0.2079,27.0000,0.5209,0.2980,1571.0000,18.7193,0.7223,-0.0080,0.0593,1951.0000,10.6110,3.3667,-0.1775,0.2121,1458.0000,12.1674,1.2237,0.7612,0.2600,2143.0000,25.7802,5.4297,0.4728,0.1258,1813.0000,20.7910,4.1452,0.0590,0.6694,0.0559,222.0000,3396.0000,13.3442,5.2005,0.3154,0.3018,2575.0000,24.4369,3.0024,0.1347,0.4530,118.0000,1.4340,1.0089,0.1041,1388.0000,10.2161,2.3846,0.2224,0.0916,2007.0000,13.8999,5.2591,0.7596,0.7051,0.4674,1.0265,1.1182,291.0000,4.0822,0.6115,0.0751,1757.0000,15.9863,6.6932,NaN,NaN,NaN,NaN,NaN,0.0525,0.6624,0.7101,237.0000,2.4079,0.9152,0.9593,0.1726,950.0000,22.0379,3.5560,NaN,NaN,NaN,NaN,Na
0.2542,0.0857,2248.0000,23.9270,5.0233,0.1357,0.1116,1991.0000,21.4455,4.8337,0.1564,27.0000,0.3030,0.2782,1225.0000,19.1747,1.0835,0.0225,0.1494,2183.0000,18.6143,3.1396,0.5570,0.3741,1579.0000,16.6023,0.7610,-0.1656,0.1795,2560.0000,22.1438,3.9131,-0.1398,0.1242,1766.0000,21.2746,4.1898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.3474,0.2511,2339.0000,20.0868,3.5787,-0.0595,0.4708,309.0000,0.6135,1.2470,0.2398,1393.0000,22.9591,0.5243,-0.5837,0.1983,2735.0000,19.4439,3.9562,1.0000,1.0000,0.5645,1.6981,1.3056,310.0000,0.6263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.0690,0.0234,1017.0000,11.3500,3.3379,NaN,NaN,NaN,NaN,NaN,-0.2464,22.0000,0.3484,0.0869,841.0000,12.3757,3.5588,NaN,NaN,NaN,NaN,NaN,-0.0121,0.1868,1310.0000,14.9214,2.8773,-0.3858,0.0317,1086.0000,13.6381,2.0692,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5621,0.3234,2521.0000,28.0726,4.4216,-0.2231,0.0641,2809.0000,14.0249,3.7404,0.0317,0.5668,0.6821,367.0000,3.7053,0.9765,0.6955,0.2584,1312.0000,18.9764,0.8430,NaN,NaN,NaN,NaN,Na
-0.6527,0.1206,2826.0000,25.4041,6.0693,-0.8013,0.1084,2465.0000,18.8203,2.9007,0.0397,27.0000,0.5532,0.6440,898.0000,46.4321,0.2042,-0.7930,0.1610,2221.0000,20.6772,3.0337,0.3224,0.7463,1047.0000,39.3734,0.2506,-0.4269,0.0614,1261.0000,16.9627,6.9344,-0.7300,0.0274,1174.0000,12.2164,4.7927,-0.3229,0.6418,0.1005,263.0000,5169.0000,18.5185,1.3076,-0.6002,0.0405,1469.0000,9.2471,4.4422,-0.0139,0.4643,337.0000,2.0980,0.9485,0.2321,1231.0000,24.4297,1.9240,-0.4928,0.0323,1600.0000,10.1769,4.4307,0.9146,0.7655,0.5940,1.5392,0.9977,266.0000,2.1886,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
0.0032,0.0412,2796.0000,11.1334,5.9587,NaN,NaN,NaN,NaN,NaN,0.0203,21.0000,0.3467,0.0866,718.0000,13.7423,2.8285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.2494,0.0339,916.0000,16.5251,4.7386,-0.0734,0.6356,0.0633,234.0000,3082.0000,17.1226,6.1236,-0.5031,0.0716,1329.0000,14.9797,4.4166,-0.0781,0.5550,410.0000,0.8054,0.9826,0.2995,1290.0000,29.6434,0.2952,-0.4656,0.0405,1236.0000,11.8697,4.3492,0.9629,0.1289,0.5498,1.8950,1.3060,331.0000,1.5981,0.1280,0.1040,1725.0000,19.9380,5.1777,-0.1866,0.0218,1114.0000,11.7837,3.7979,0.0494,0.4963,0.5976,409.0000,1.9144,1.5209,0.8925,0.3185,1310.0000,23.9626,1.0901,NaN,NaN,NaN,NaN,Na
-0.0031,0.0558,1818.0000,18.0638,5.5777,-0.0248,0.1688,2301.0000,25.7297,4.7290,-0.0447,27.0000,0.4807,0.3478,1554.0000,21.5804,0.4550,-0.3372,0.1619,2184.0000,23.7413,4.2763,-0.5825,0.6149,1088.0000,37.6388,0.2429,-0.4581,0.0856,1194.0000,20.3920,6.1185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Na
