Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
-0.0397,0.2423,1367.0000,17.2516,6.4569,0.1860,0.2013,1844.0000,14.8975,4.3185,-0.0901,14.0000,-0.3675,0.1599,1120.0000,15.8063,2.6731,-0.4050,0.4325,2111.0000,17.5045,4.5180,0.1782,0.2596,1635.0000,20.4483,1.6137,-0.0210,0.2328,1864.0000,15.2811,4.6767,0.0643,0.3727,1730.0000,16.8046,4.3064,0.0780,0.2180,0.0741,80.0000,2961.0000,10.8271,6.4363,-0.1399,0.3312,2175.0000,14.5149,5.1293,0.2718,0.6034,59.0000,1.2894,1.0270,0.0752,843.0000,13.7212,2.8382,-0.3440,0.1557,740.0000,9.8446,3.7397,0.4817,0.3015,0.5317,0.9893,1.1953,252.0000,4.7606,0.1383,0.1609,1906.0000,13.4334,4.9568,NaN,NaN,NaN,NaN,NaN,0.0882,0.5278,0.6757,73.0000,3.6962,1.0718,0.8942,0.1093,716.0000,12.4204,4.2520,NaN,NaN,NaN,NaN,Na
-0.2447,0.2320,1013.0000,27.1392,7.3043,-0.1710,0.1916,1285.0000,18.5541,6.4776,-0.0538,13.0000,-0.2522,0.2225,578.0000,12.9170,2.8066,0.2748,0.1818,1308.0000,13.1491,7.4198,0.3519,0.0691,556.0000,6.8183,2.9968,-0.0816,0.1929,1251.0000,18.3014,6.5243,-0.0796,0.3406,1196.0000,24.4172,5.9426,-0.1734,0.3137,0.0713,80.0000,2637.0000,14.7091,5.8814,-0.0225,0.3231,1048.0000,20.2910,4.9572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1578,0.3360,599.0000,21.9332,5.7238,0.3829,0.3473,0.5345,0.5818,1.1549,174.0000,5.5501,-0.2137,0.2473,1220.0000,18.8074,6.6485,NaN,NaN,NaN,NaN,NaN,-0.0981,0.5102,0.5200,99.0000,1.7221,0.6872,0.9415,0.1237,798.0000,14.2243,2.6794,NaN,NaN,NaN,NaN,Na
0.0529,0.1739,1300.0000,16.9362,5.9451,-0.1007,0.1809,1779.0000,16.0652,5.7009,-0.0024,15.0000,-0.2891,0.2752,980.0000,22.6224,2.4978,0.0671,0.3432,1647.0000,18.1906,5.4842,0.0554,0.1501,1103.0000,14.9991,2.7963,-0.0311,0.1979,1796.0000,16.4733,4.7536,0.4241,0.3744,1754.0000,18.5981,4.1112,0.0832,0.0619,0.0724,204.0000,2628.0000,9.8919,9.6401,-0.1734,0.4605,1396.0000,21.5688,3.8083,0.1214,0.5070,216.0000,1.2548,0.8057,0.1382,1326.0000,19.2979,1.5339,0.1387,0.1768,424.0000,11.5283,4.3749,0.3997,0.2766,0.5285,0.9286,1.0603,246.0000,4.8330,-0.0963,0.1952,1568.0000,13.6384,6.3421,NaN,NaN,NaN,NaN,NaN,-0.1595,0.6292,0.6133,330.0000,2.1489,0.8312,1.0700,0.2285,1387.0000,20.5941,2.3473,NaN,NaN,NaN,NaN,Na
-0.3083,0.0611,1402.0000,8.4108,3.1321,-0.3605,0.0895,2014.0000,8.1142,4.4014,0.1630,15.0000,-0.6020,0.1947,1550.0000,13.2168,3.2423,0.3688,0.2976,1540.0000,13.9448,4.2905,0.1784,0.1011,894.0000,9.7136,4.0824,0.1497,0.1832,1466.0000,12.5061,3.9427,0.7249,0.3122,1374.0000,12.6739,4.4885,-0.2962,0.0321,0.0783,74.0000,3668.0000,10.8143,6.3659,0.6201,0.1427,1470.0000,7.5898,4.4789,-0.2927,0.4545,23.0000,1.0070,1.0522,0.0672,970.0000,7.5907,4.6287,-0.1175,0.2143,794.0000,13.0050,5.5123,0.4693,0.5526,0.4054,0.6175,1.0278,111.0000,4.5757,-0.1525,0.1177,1471.0000,10.7199,5.1535,NaN,NaN,NaN,NaN,NaN,0.0310,0.6667,0.2069,28.0000,2.1779,0.9643,1.0507,0.1210,1262.0000,6.0990,3.4159,NaN,NaN,NaN,NaN,Na
0.1031,0.1472,1364.0000,15.8035,5.1799,0.0699,0.1685,1639.0000,14.4149,5.6997,-0.4345,14.0000,-0.6579,0.1606,1189.0000,14.7325,2.9413,-0.3754,0.3311,1585.0000,21.0139,4.8140,0.0441,0.1704,1412.0000,15.2925,3.0243,0.0102,0.2035,1258.0000,18.8839,4.2699,-0.0621,0.3626,1485.0000,21.6559,4.3603,0.1283,0.0893,0.0597,89.0000,3513.0000,9.5881,5.0225,-0.0603,0.3553,1429.0000,21.3331,4.3422,0.1767,0.5256,79.0000,1.1290,1.3199,0.0823,1073.0000,14.0065,2.6683,-0.0382,0.2734,641.0000,19.0811,4.3340,0.3946,0.4034,0.3308,0.5420,0.9340,133.0000,5.0597,-0.0057,0.2302,1368.0000,18.2098,4.7352,NaN,NaN,NaN,NaN,NaN,-0.0331,0.5190,0.5185,80.0000,1.5856,0.9764,1.0137,0.1169,790.0000,11.3620,2.8608,NaN,NaN,NaN,NaN,Na
-0.1767,0.0737,1908.0000,8.2165,3.4737,-0.0927,0.1071,2470.0000,8.8312,3.6743,0.1570,13.0000,-0.7301,0.1079,1123.0000,10.5325,3.2458,-0.3329,0.2407,2647.0000,11.1111,5.5002,-0.0201,0.1022,1296.0000,10.5671,2.5267,-0.1479,0.1449,2496.0000,10.8261,3.3808,0.1880,0.2959,3043.0000,12.7765,3.4089,-0.2819,0.0631,0.0613,24.0000,3827.0000,9.4722,4.1248,-0.6972,0.2459,3050.0000,9.5315,3.4726,0.1484,0.3492,127.0000,1.5280,0.9182,0.0975,1417.0000,17.2696,1.7911,-0.3033,0.2925,1398.0000,12.9163,3.1399,0.4042,0.4424,0.6497,0.5009,0.8116,157.0000,6.4026,-0.4023,0.1974,2282.0000,13.7178,3.7802,NaN,NaN,NaN,NaN,NaN,0.0491,0.5528,0.4320,124.0000,2.0522,0.8645,0.9781,0.1596,1177.0000,11.0586,3.5967,NaN,NaN,NaN,NaN,Na
0.3285,0.1700,1545.0000,19.8841,4.1753,0.1960,0.2268,2318.0000,19.0263,5.4148,0.5943,10.0000,-0.5671,0.1277,518.0000,18.4208,3.1684,0.5610,0.3361,2417.0000,16.9239,5.4403,0.4685,0.3285,1194.0000,30.3065,1.5072,0.1376,0.1916,1794.0000,16.1789,4.3649,0.2783,0.2372,1794.0000,16.2079,5.1486,0.9701,0.7416,0.0626,26.0000,988.0000,14.6923,6.1587,0.3333,0.3409,1925.0000,15.8545,3.8162,0.0696,0.5667,61.0000,0.7807,1.6023,0.0809,826.0000,16.9249,2.0315,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1094,0.4675,0.6329,78.0000,1.9703,1.1587,0.8717,0.1831,483.0000,13.3478,3.7441,NaN,NaN,NaN,NaN,Na
-0.3624,0.1620,2088.0000,16.1331,4.0838,-0.1679,0.2001,2511.0000,16.1716,5.0588,0.0261,15.0000,-0.3089,0.1816,802.0000,14.6559,3.4674,-0.2733,0.3111,2799.0000,16.5741,3.4629,0.0791,0.2795,1467.0000,22.4615,2.4652,-0.3586,0.2089,2259.0000,16.6733,4.4694,0.1781,0.3637,1997.0000,17.5378,4.5167,0.0157,0.4685,0.0948,92.0000,3154.0000,20.5869,6.6550,-0.3166,0.4563,2008.0000,18.4228,3.5663,0.0278,0.5231,66.0000,1.6198,1.7006,0.0925,1017.0000,14.8328,3.2204,-0.0037,0.2599,785.0000,13.9656,4.0813,0.4011,0.3484,0.4823,0.7881,1.3645,226.0000,4.3777,-0.4115,0.2657,2064.0000,16.8527,5.2039,NaN,NaN,NaN,NaN,NaN,-0.0253,0.4173,0.3256,128.0000,1.5481,0.9478,1.0062,0.1606,1191.0000,11.8010,3.1188,NaN,NaN,NaN,NaN,Na
-0.2006,0.1455,1797.0000,19.2482,2.0878,-0.1860,0.1706,2267.0000,15.1813,3.3718,-0.0491,12.0000,0.1498,0.3002,692.0000,14.9697,2.7017,-0.0176,0.3770,2142.0000,21.8170,3.4038,0.0894,0.1093,739.0000,9.6482,2.9452,-0.2820,0.2036,2059.0000,17.1768,3.1637,-0.1531,0.3777,1542.0000,22.5363,3.2428,-0.0118,0.1551,0.0713,78.0000,3405.0000,13.1495,3.7536,0.1744,0.5257,1832.0000,22.4372,3.4935,-0.0997,0.5102,50.0000,1.8990,1.2005,0.0728,1150.0000,9.9322,4.5902,-0.4927,0.4749,821.0000,27.8867,3.5380,0.0415,0.0000,0.4753,1.0573,1.1567,364.0000,2.4580,-0.0643,0.2665,2167.0000,23.1827,3.1898,NaN,NaN,NaN,NaN,NaN,0.1064,0.5867,0.5419,226.0000,1.7882,0.8303,1.1180,0.1519,1629.0000,13.1602,2.7979,NaN,NaN,NaN,NaN,Na
0.0862,0.1640,1518.0000,18.2912,3.9952,0.1616,0.1970,1370.0000,16.2518,4.6566,0.0527,14.0000,-0.3688,0.1898,1236.0000,13.0065,3.1889,0.0214,0.3253,1882.0000,16.8863,4.2691,-0.2403,0.1621,1169.0000,14.8050,2.5484,0.0697,0.2498,1531.0000,17.2489,4.3774,-0.0235,0.2752,1801.0000,16.9012,4.7628,-0.1507,0.2361,0.0829,105.0000,5044.0000,13.0000,2.8601,-0.1225,0.2712,1769.0000,14.1781,4.4702,-0.0000,0.4510,52.0000,1.3310,0.7379,0.0668,1004.0000,10.0279,3.0607,-0.4045,0.4462,849.0000,21.9729,4.9399,0.0237,0.0854,0.5138,1.1366,1.0162,325.0000,3.7831,-0.0016,0.2184,1971.0000,17.3496,4.3763,NaN,NaN,NaN,NaN,NaN,-0.0779,0.6143,0.5556,71.0000,2.2642,0.8917,1.1812,0.1104,897.0000,8.2508,2.3343,NaN,NaN,NaN,NaN,Na
-0.5184,0.2667,1078.0000,19.2059,5.3576,-0.0083,0.2289,1703.0000,18.0769,6.8579,-0.0227,15.0000,0.3069,0.3412,857.0000,19.1692,3.8117,0.0343,0.3471,2072.0000,17.6149,6.5715,0.0819,0.2237,1324.0000,22.0393,3.1176,-0.0752,0.1785,1930.0000,14.6073,4.9586,-0.3851,0.3171,1842.0000,13.0418,6.9866,0.0138,0.1650,0.0947,100.0000,3758.0000,13.9604,5.3526,-0.1527,0.5246,2189.0000,16.8122,5.4157,-0.3966,0.5333,16.0000,1.7785,1.6323,0.0607,841.0000,8.8573,3.3255,0.0163,0.2667,987.0000,13.3161,4.7863,0.0422,0.3550,0.4417,0.8321,1.1220,206.0000,4.2137,-0.0972,0.2229,1515.0000,16.8502,5.3744,NaN,NaN,NaN,NaN,NaN,0.1189,0.5152,0.5147,67.0000,2.2739,0.6274,1.0303,0.1002,874.0000,9.1304,3.8270,NaN,NaN,NaN,NaN,Na
-0.0613,0.1281,1672.0000,12.2955,5.3682,-0.1294,0.1562,1942.0000,11.9624,5.4767,0.0051,14.0000,0.0117,0.4349,510.0000,22.6569,2.8510,-0.3130,0.2423,2081.0000,12.2936,6.1691,-0.3621,0.1611,603.0000,11.9204,3.6748,-0.2241,0.1935,2181.0000,12.9840,4.6420,-0.5249,0.2030,2243.0000,11.2867,5.3691,-0.0120,0.0949,0.0890,81.0000,3580.0000,10.9352,5.4423,-0.0294,0.2665,2622.0000,11.9169,4.6697,-0.1890,0.6182,56.0000,0.9631,0.9457,0.0655,754.0000,13.5584,2.6389,-0.3541,0.3242,1374.0000,13.1463,3.0202,0.4384,0.6200,0.4264,0.9620,1.3154,129.0000,3.6987,-0.0679,0.1773,2548.0000,11.0373,5.4734,NaN,NaN,NaN,NaN,NaN,0.8020,0.6154,0.4667,14.0000,1.9965,1.2071,1.0714,0.0948,415.0000,7.1976,4.1390,NaN,NaN,NaN,NaN,Na
0.0895,0.1434,1265.0000,18.3312,3.4585,-0.0122,0.2101,1734.0000,17.6309,3.9663,0.0022,13.0000,-0.1593,0.3318,605.0000,16.9074,2.8005,-0.4415,0.3251,2371.0000,19.0354,3.3133,-0.0528,0.1171,545.0000,8.6440,3.0610,0.0958,0.1981,1725.0000,16.4464,3.3985,-0.3090,0.3991,1631.0000,20.9019,3.0774,0.1436,0.1831,0.0650,2.0000,2080.0000,11.3538,6.1417,-0.3784,0.4003,1832.0000,20.1206,3.1122,-0.5005,0.6667,13.0000,1.1198,0.8654,0.0520,447.0000,7.7047,3.9975,-0.2464,0.3944,1066.0000,21.6276,2.8947,0.1371,0.1921,0.5537,0.8752,1.0456,298.0000,4.3718,0.1625,0.2522,1980.0000,19.3833,3.4835,NaN,NaN,NaN,NaN,NaN,-0.0837,0.4103,0.3415,40.0000,1.6317,0.9816,0.7593,0.0998,576.0000,8.6615,3.2433,NaN,NaN,NaN,NaN,Na
0.0102,0.1502,1562.0000,15.6991,4.1128,0.1271,0.1387,2227.0000,12.4612,4.3566,0.0770,14.0000,-0.5411,0.1719,1300.0000,17.5823,2.0733,-0.3181,0.2730,2004.0000,14.1806,4.7421,0.1370,0.1093,1366.0000,10.9129,1.6282,0.2374,0.1559,2029.0000,13.2405,4.3694,-0.7404,0.2687,1536.0000,13.8848,3.9915,0.2740,0.0752,0.0621,106.0000,3997.0000,11.5707,2.9619,-0.3285,0.2602,1976.0000,13.5536,3.4541,0.3019,0.4460,140.0000,0.6890,0.9251,0.0982,1734.0000,13.2324,1.2131,0.1378,0.2203,1017.0000,12.8692,3.4220,0.2703,0.3430,0.5394,0.7643,1.1099,165.0000,4.7951,0.1222,0.1557,1957.0000,12.8855,5.1132,NaN,NaN,NaN,NaN,NaN,0.0377,0.5265,0.7857,265.0000,0.9353,0.9385,0.9825,0.1717,2133.0000,12.1510,1.5592,NaN,NaN,NaN,NaN,Na
