Circadian circling (1),Circadian speed (1),Circadian nBouts (1),Circadian bout length (1),Circadian bout clumpiness (1),Circadian circling (2),Circadian speed (2),Circadian nBouts (2),Circadian bout length (2),Circadian bout clumpiness (2),Slow Phototaxis circling,Slow Phototaxis nTrials,Slow Phototaxis occupancy,Slow Phototaxis speed,Slow Phototaxis nBouts,Slow Phototaxis bout length,Slow Phototaxis bout clumpiness,Circadian circling (3),Circadian speed (3),Circadian nBouts (3),Circadian bout length (3),Circadian bout clumpiness (3),Arena circling,Arena speed,Arena nBouts,Arena bout length,Arena bout clumpiness,Circadian circling (4),Circadian speed (4),Circadian nBouts (4),Circadian bout length (4),Circadian bout clumpiness (4),Circadian circling (5),Circadian speed (5),Circadian nBouts (5),Circadian bout length (5),Circadian bout clumpiness (5),Optomotor circling,Optomotor optomotor index,Optomotor speed,Optomotor nTrials,Optomotor nBouts,Optomotor bout length,Optomotor bout clumpiness,Circadian circling (6),Circadian speed (6),Circadian nBouts (6),Circadian bout length (6),Circadian bout clumpiness (6),Y-Maze circling,Y-Maze right bias,Y-Maze nTrials,Y-Maze hand clumpiness,Y-Maze hand switchiness,Y-Maze speed,Y-Maze nBouts,Y-Maze bout length,Y-Maze bout clumpiness,Circadian circling (7),Circadian speed (7),Circadian nBouts (7),Circadian bout length (7),Circadian bout clumpiness (7),Olfaction occupancy,Olfaction preodor occupancy,Olfaction right bias,Olfaction hand clumpiness,Olfaction hand switchiness,Olfaction nTrials,Olfaction speed,Circadian circling (8),Circadian speed (8),Circadian nBouts (8),Circadian bout length (8),Circadian bout clumpiness (8),Circadian circling (9),Circadian speed (9),Circadian nBouts (9),Circadian bout length (9),Circadian bout clumpiness (9),LED Y-Maze circling,LED Y-Maze right bias,LED Y-Maze light bias,LED Y-Maze nTrials,LED Y-Maze hand clumpiness,LED Y-Maze hand switchiness,LED Y-Maze light switchiness,LED Y-Maze speed,LED Y-Maze nBouts,LED Y-Maze bout length,LED Y-Maze bout clumpiness,Circadian circling (10),Circadian speed (10),Circadian nBouts (10),Circadian bout length (10),Circadian bout clumpiness (10)
-0.0274,0.1708,2231.0000,16.6688,3.8406,0.0772,0.1802,3282.0000,14.0896,4.4400,-0.1303,13.0000,-0.1397,0.1145,615.0000,12.4114,4.0479,0.0262,0.3023,3070.0000,14.3293,3.5460,0.0720,0.1353,893.0000,13.9597,4.3211,0.3558,0.2200,1959.0000,14.9750,4.5917,-0.2500,0.2545,1985.0000,12.9280,4.9309,-0.4857,0.3708,0.0631,47.0000,1585.0000,11.2505,7.4705,-0.1697,0.3290,1870.0000,14.0802,3.8790,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.5356,0.2957,867.0000,14.4060,5.2629,0.3667,0.3597,0.5473,0.9324,1.4181,148.0000,4.9013,-0.1743,0.1967,1907.0000,14.1348,5.0049,NaN,NaN,NaN,NaN,NaN,-0.0712,0.4231,0.5000,53.0000,1.5855,1.1209,0.7407,0.2383,591.0000,10.4230,3.7410,NaN,NaN,NaN,NaN,Na
-0.2052,0.0883,1547.0000,10.1086,5.3340,-0.2540,0.0726,981.0000,7.8084,4.2597,0.1749,15.0000,-0.5301,0.1932,935.0000,28.4096,1.2607,0.4901,0.1868,320.0000,9.5062,1.4375,-0.9416,0.0859,446.0000,7.0247,3.4800,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034,NaN,0.5377,0.0000,22.0000,14.4545,2.0938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0396,0.5000,0.5667,89.0000,2.6484,1.9551,0.9502,1.3119,258.0000,26.6822,3.7958,NaN,NaN,NaN,NaN,Na
0.3121,0.1447,1923.0000,12.4535,8.4660,0.3566,0.1876,2061.0000,15.6623,7.0297,-0.0164,15.0000,-0.2770,0.4218,804.0000,27.7114,2.9833,0.5932,0.3051,2226.0000,17.6837,6.6964,-0.2037,0.3316,1642.0000,28.8867,1.4716,0.4501,0.1975,1338.0000,16.4230,6.1275,-0.0476,0.3423,1835.0000,19.8316,5.4892,0.0006,0.3157,0.1501,49.0000,4686.0000,35.3395,2.5359,-0.6926,0.4130,1489.0000,22.9261,4.7156,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2621,0.2433,1003.0000,14.3200,5.3444,0.4280,0.3865,0.5537,0.5694,1.1888,177.0000,6.5097,0.4745,0.2068,2505.0000,13.1896,7.2797,NaN,NaN,NaN,NaN,NaN,0.0141,0.4739,0.5237,442.0000,1.5189,0.8984,0.8914,0.3003,1780.0000,21.8506,2.4510,NaN,NaN,NaN,NaN,Na
0.7275,0.2259,1265.0000,24.5067,3.1060,0.3504,0.2116,1429.0000,20.7663,3.9770,0.0038,15.0000,-0.0257,0.2219,804.0000,12.0448,3.1989,0.6956,0.3495,1839.0000,22.1028,4.3569,-0.0935,0.0747,919.0000,8.6355,3.5842,0.3849,0.1661,1358.0000,15.7445,4.5201,0.5919,0.2709,1700.0000,19.8112,5.5366,0.0548,0.1937,0.0755,74.0000,2515.0000,12.3451,5.5181,0.3639,0.3012,1547.0000,17.9289,4.7255,-0.0445,0.4516,63.0000,1.1137,1.1857,0.0711,789.0000,12.4056,2.8249,0.4820,0.4418,854.0000,26.7412,3.7630,0.4836,0.2068,0.4516,1.3983,0.9899,310.0000,4.5025,0.2244,0.2033,1189.0000,18.2977,5.1753,NaN,NaN,NaN,NaN,NaN,0.1698,0.3762,0.4854,102.0000,2.7009,1.2533,1.1272,0.2917,922.0000,11.7007,3.5112,NaN,NaN,NaN,NaN,Na
0.0865,0.3303,907.0000,25.0309,4.7366,-0.4771,0.2312,1051.0000,16.8078,4.1995,-0.0063,15.0000,0.0258,0.2061,707.0000,14.5573,3.0799,-0.1495,0.7051,1423.0000,26.2923,3.7972,-0.1885,0.0537,469.0000,8.7505,4.4960,-0.0773,0.6002,990.0000,28.5364,3.6084,-0.7998,0.5319,980.0000,23.2643,3.8996,-0.0090,0.0671,0.1321,31.0000,2010.0000,12.0119,6.8867,0.2399,0.5058,971.0000,19.6560,3.5391,-0.3299,0.7200,26.0000,0.8804,0.9539,0.0632,668.0000,11.0943,3.9450,0.2597,0.5569,524.0000,23.8302,3.3712,0.4231,0.4062,0.5098,0.8577,1.0462,153.0000,4.3610,-0.1876,0.3950,1085.0000,24.0341,3.5631,NaN,NaN,NaN,NaN,NaN,-0.1507,0.7188,0.4118,33.0000,1.5208,0.6746,1.0321,0.1413,817.0000,7.7062,3.9552,NaN,NaN,NaN,NaN,Na
-0.1923,0.0931,1597.0000,10.5379,3.8016,-0.0699,0.1286,1753.0000,12.2037,3.2653,0.1920,13.0000,-0.2008,0.2671,1122.0000,18.5036,3.0027,0.0039,0.2779,1847.0000,18.8365,4.8396,-0.0171,0.2309,1733.0000,17.1177,1.6932,-0.0308,0.1556,1763.0000,13.8939,3.2929,0.0571,0.3302,1483.0000,16.0668,4.3063,-0.2343,0.2032,0.0619,63.0000,3461.0000,14.5360,3.3785,-0.4005,0.4535,1695.0000,15.5617,3.6050,-0.3708,0.6122,99.0000,1.6691,0.7446,0.0894,906.0000,14.9106,2.7875,-0.0244,0.4051,897.0000,18.2107,4.4241,0.0370,0.3742,0.4935,0.9939,1.0080,383.0000,3.9118,0.0217,0.1918,1142.0000,14.3914,4.2165,NaN,NaN,NaN,NaN,NaN,0.0037,0.4579,0.5596,108.0000,1.5422,0.8020,0.8934,0.1547,1383.0000,10.0275,2.6035,NaN,NaN,NaN,NaN,Na
0.0946,0.1367,1923.0000,16.0005,3.3031,0.0434,0.1474,1736.0000,13.1256,4.3692,0.0221,14.0000,-0.2642,0.3145,770.0000,15.1870,2.8730,0.3715,0.2183,2128.0000,14.5616,4.0321,0.7367,0.1264,801.0000,15.8202,2.8845,0.1201,0.1637,1769.0000,14.1001,4.0264,0.7325,0.2785,1757.0000,17.1110,3.8316,0.1084,0.1512,0.0637,44.0000,3369.0000,9.0852,4.0406,0.3982,0.3481,1831.0000,15.6969,4.3889,-0.1292,0.4865,38.0000,1.8197,0.8954,0.0780,622.0000,10.1704,3.3855,0.3627,0.2329,863.0000,11.9050,3.9301,0.2652,0.3247,0.5156,0.6879,1.1574,192.0000,5.2991,-0.0093,0.1895,1783.0000,14.1127,3.7708,NaN,NaN,NaN,NaN,NaN,0.2344,0.4106,0.5686,152.0000,2.3053,0.9107,0.9459,0.1525,1260.0000,12.1579,2.7787,NaN,NaN,NaN,NaN,Na
-0.3801,0.0856,2079.0000,10.7499,3.8169,-0.0574,0.1073,2613.0000,9.4240,4.0758,0.1803,12.0000,-0.4277,0.1670,1121.0000,17.1401,3.2868,-0.3492,0.1358,1696.0000,9.3485,3.6647,0.4069,0.1949,1582.0000,17.6214,2.6967,-0.0819,0.1372,1535.0000,11.6528,3.6743,-0.2386,0.1575,1442.0000,10.4556,3.7802,-0.2813,0.0704,0.0895,114.0000,4432.0000,19.7958,2.3954,-0.5211,0.1853,1700.0000,10.6371,4.6881,-0.0803,0.5588,103.0000,1.4478,0.7679,0.0858,1054.0000,15.6689,2.8808,-0.1213,0.2811,1133.0000,14.7635,3.6052,0.4698,0.5559,0.7333,0.3389,1.0985,135.0000,6.5028,-0.2044,0.1508,1639.0000,12.0049,4.5153,NaN,NaN,NaN,NaN,NaN,-0.0214,0.5302,0.6083,216.0000,1.0186,0.9851,0.9090,0.1959,1007.0000,18.4777,6.9593,NaN,NaN,NaN,NaN,Na
-0.1492,0.1596,1508.0000,13.7089,6.5053,0.0593,0.1632,1219.0000,14.5447,4.7013,0.5010,11.0000,0.2326,0.0882,607.0000,10.7891,4.0898,-0.1588,0.1529,1574.0000,9.9466,4.9580,0.4465,0.1184,1397.0000,11.0608,2.8704,-0.1757,0.1492,1281.0000,13.6737,4.3965,-0.4032,0.2016,1449.0000,12.7654,5.4834,0.2487,0.5332,0.0671,109.0000,3789.0000,12.9166,10.8361,-0.1501,0.2399,1540.0000,12.9357,4.9614,-0.1085,0.5200,26.0000,1.0898,1.1557,0.0722,658.0000,12.2660,4.5567,0.1395,0.2288,968.0000,10.2417,5.5092,0.4039,0.6300,0.5172,1.1030,1.7846,377.0000,5.0471,0.1059,0.2089,1829.0000,15.4511,4.5081,NaN,NaN,NaN,NaN,NaN,-0.6326,0.4353,0.4943,86.0000,1.6392,0.9697,0.9886,0.1774,1092.0000,11.7894,3.8233,NaN,NaN,NaN,NaN,Na
-0.0859,0.1508,1582.0000,17.7219,3.5693,0.1460,0.2267,1700.0000,17.9394,4.3020,0.0055,15.0000,-0.4868,0.1924,1104.0000,16.4719,3.0056,-0.4352,0.4637,2592.0000,19.9633,5.1345,0.2637,0.0958,944.0000,9.7468,2.7453,-0.0371,0.2417,1836.0000,17.4357,4.5739,-0.0007,0.2912,1922.0000,16.7050,4.4056,-0.0067,0.2868,0.0571,13.0000,2916.0000,7.8930,4.5517,-0.1745,0.4757,1790.0000,20.0905,4.3142,-0.5557,0.7368,20.0000,1.2051,0.9025,0.0596,746.0000,7.2949,3.2322,-0.4751,0.5506,1185.0000,23.8456,3.9119,0.0414,0.3391,0.3718,0.9221,0.9194,312.0000,3.7361,-0.0644,0.2179,2214.0000,15.6445,4.7005,NaN,NaN,NaN,NaN,NaN,0.1006,0.6265,0.5059,84.0000,1.8009,0.9158,0.8001,0.1294,1090.0000,8.7147,2.4351,NaN,NaN,NaN,NaN,Na
-0.2600,0.1150,1372.0000,13.7755,4.7318,-0.0528,0.1528,1491.0000,13.9001,4.9028,0.0602,14.0000,-0.4590,0.1988,1066.0000,16.9916,2.4673,-0.7403,0.3439,3181.0000,18.0239,4.0511,0.0464,0.5713,1102.0000,43.1570,2.4127,-0.3982,0.1595,1585.0000,14.6151,4.7309,-0.4863,0.1773,1853.0000,12.3362,5.2014,-0.6355,0.3549,0.1063,87.0000,2482.0000,21.7180,8.4500,-0.2470,0.2728,1632.0000,15.5564,4.4076,0.0439,0.3256,44.0000,1.0294,0.8798,0.0683,651.0000,11.5960,3.2293,-0.1912,0.2203,1512.0000,13.4610,2.3148,0.5049,0.3177,0.4416,0.9289,0.9612,154.0000,4.6382,0.0663,0.1743,2612.0000,12.5697,4.4069,NaN,NaN,NaN,NaN,NaN,-0.0035,0.5258,0.4340,446.0000,0.5897,0.8183,1.0063,0.2803,2212.0000,17.3309,0.8708,NaN,NaN,NaN,NaN,Na
-0.0267,0.0701,1507.0000,6.4638,4.7272,0.2651,0.0675,1806.0000,5.7602,4.0702,0.0124,14.0000,0.3808,0.4197,430.0000,22.1977,2.5401,0.1569,0.0639,715.0000,4.7804,3.9953,-0.4178,0.0862,333.0000,6.7027,3.7174,0.1618,0.0693,1131.0000,6.4775,4.8551,-0.0868,0.0635,749.0000,5.2790,3.2303,0.0203,0.0860,0.0940,11.0000,2468.0000,8.4660,7.4554,0.5208,0.0756,700.0000,6.6029,3.4891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.0443,0.0631,227.0000,5.3965,3.4966,0.3879,0.1882,0.7629,1.2841,1.1113,97.0000,2.3201,0.0652,0.0841,1567.0000,5.8271,4.6220,NaN,NaN,NaN,NaN,NaN,0.0399,0.5046,0.5225,110.0000,1.8434,1.8002,0.8847,0.7069,274.0000,28.4745,2.9340,NaN,NaN,NaN,NaN,Na
-0.0688,0.1306,1475.0000,15.0820,5.0529,0.2454,0.1336,2006.0000,12.6650,5.2264,-0.0691,15.0000,-0.1722,0.2628,1103.0000,15.1505,3.3083,0.0072,0.2967,2176.0000,15.8194,5.4529,-0.6372,0.1326,530.0000,12.7830,4.6356,0.2008,0.1610,1854.0000,14.3376,4.1265,0.2514,0.3119,1816.0000,16.6382,4.0891,-0.0110,0.0843,0.0853,51.0000,2910.0000,12.0519,6.1475,0.2332,0.2699,1982.0000,15.2109,4.1684,-0.0806,0.2419,63.0000,1.9598,1.1251,0.0835,990.0000,12.5687,4.2747,-0.5560,0.3196,751.0000,16.2743,2.9418,0.5412,0.6141,0.3942,0.9397,1.4092,104.0000,3.4765,0.4908,0.2127,1736.0000,15.4395,4.8599,NaN,NaN,NaN,NaN,NaN,-0.3917,0.5536,0.3621,57.0000,1.5604,1.4908,0.9704,0.6224,440.0000,20.9545,3.4859,NaN,NaN,NaN,NaN,Na
-0.0518,0.0867,1894.0000,10.8559,2.9593,-0.0430,0.1124,2401.0000,9.3478,4.2176,-0.0414,14.0000,-0.5289,0.1934,1081.0000,16.0241,2.8228,-0.1345,0.3563,1344.0000,17.3222,4.1289,-0.0694,0.4117,1410.0000,34.7099,0.8059,-0.6287,0.1622,1300.0000,11.8846,3.6611,0.0413,0.2708,1162.0000,13.2203,3.2773,0.2618,0.1857,0.0976,176.0000,4394.0000,17.2010,3.8217,0.2984,0.1573,1098.0000,10.4982,3.6815,0.4427,0.5000,41.0000,0.9215,1.5122,0.0656,844.0000,11.6801,2.3485,-0.1864,0.5513,553.0000,22.1031,4.7159,0.1659,0.2371,0.3941,0.8541,1.1049,307.0000,4.9804,-0.4933,0.1873,2172.0000,14.1851,3.2325,NaN,NaN,NaN,NaN,NaN,0.1665,0.4878,0.5349,42.0000,1.3699,1.2388,0.7946,0.1713,929.0000,8.9139,2.6494,NaN,NaN,NaN,NaN,Na
-0.1618,0.1071,1663.0000,13.6248,3.1036,-0.0817,0.0898,1173.0000,9.8517,3.3773,0.1414,14.0000,-0.5061,0.1501,839.0000,11.0286,2.4574,-0.2771,0.1741,1515.0000,13.3485,4.2021,-0.1450,0.0892,1055.0000,9.5043,1.9760,-0.3728,0.1022,1769.0000,11.5998,2.7525,-0.0355,0.1750,1435.0000,14.2592,3.5330,-0.0894,0.2229,0.0605,1.0000,4051.0000,6.9188,2.8525,-0.3378,0.1330,1437.0000,10.1775,3.2601,0.1014,0.4889,46.0000,0.8608,0.6960,0.0593,1083.0000,9.3721,2.1180,-0.0847,0.2884,850.0000,17.4965,3.8414,0.2684,0.2453,0.5904,0.8407,1.2580,166.0000,4.4417,-0.1685,0.1027,1830.0000,11.7672,2.8155,NaN,NaN,NaN,NaN,NaN,-0.1373,0.6279,0.3556,44.0000,1.1893,1.3618,0.7759,0.1541,1252.0000,7.4257,2.5917,NaN,NaN,NaN,NaN,Na
-0.2645,0.1841,1792.0000,16.9615,4.8789,0.1226,0.1845,1954.0000,16.0686,4.6391,0.6287,10.0000,-0.4420,0.1157,810.0000,11.7494,4.0800,-0.5951,0.2025,2307.0000,13.1717,4.3925,0.4422,0.1216,847.0000,13.9327,2.7200,-0.0640,0.1747,2138.0000,15.3957,3.8691,-0.5882,0.2092,1831.0000,14.3162,3.9380,0.2415,0.0954,0.0714,54.0000,3732.0000,12.5493,4.0170,-0.6108,0.2691,2318.0000,15.9771,3.5791,-0.1842,0.5088,58.0000,2.4119,0.9313,0.0861,873.0000,12.6300,3.9473,-0.4973,0.2713,1237.0000,14.5821,4.3447,0.4771,0.4028,0.6892,0.7681,1.0882,148.0000,5.2238,0.0566,0.2745,2468.0000,18.7111,5.3584,NaN,NaN,NaN,NaN,NaN,0.1341,0.4924,0.3955,133.0000,1.6932,0.8122,0.9676,0.1662,1212.0000,11.6856,2.7422,NaN,NaN,NaN,NaN,Na
-0.1986,0.1104,1917.0000,12.4857,4.8217,-0.2048,0.1065,2023.0000,10.0252,5.8229,-0.1702,3.0000,0.5830,0.1198,74.0000,18.9459,4.1155,0.8001,0.1667,1423.0000,10.3422,4.6201,-0.8352,0.0869,499.0000,13.2685,3.0669,0.7557,0.1831,1607.0000,13.1201,4.3668,-0.1337,0.2369,1663.0000,16.5195,3.6207,0.2225,0.6932,0.0702,31.0000,3235.0000,13.1082,3.8523,0.7860,0.2971,1381.0000,15.2585,3.8105,-0.1509,0.5631,104.0000,0.5618,0.8208,0.0863,1424.0000,13.4635,1.2597,0.5604,0.2842,768.0000,15.0052,3.0996,0.1136,0.3134,0.4948,0.9362,1.2991,97.0000,2.7788,0.3764,0.1623,1679.0000,13.6546,4.0412,NaN,NaN,NaN,NaN,NaN,-0.1453,0.4940,0.6000,84.0000,1.3399,1.0240,0.8824,0.1408,895.0000,11.6648,2.9510,NaN,NaN,NaN,NaN,Na
0.2050,0.1377,2024.0000,11.6423,4.6636,0.3286,0.1627,1597.0000,14.3331,4.8470,-0.2248,15.0000,-0.2991,0.2940,1989.0000,23.2821,0.8116,-0.3933,0.2311,2244.0000,11.5566,4.3582,0.3255,0.3665,1678.0000,25.8969,0.5931,-0.0347,0.1673,1641.0000,13.1840,5.1075,-0.0988,0.2018,1979.0000,10.9323,4.9451,-0.1080,0.4808,0.0667,96.0000,2909.0000,14.3537,4.6442,-0.1796,0.2106,1699.0000,11.5980,4.9114,-0.4425,0.4234,138.0000,0.7432,0.8460,0.0994,1321.0000,15.3179,2.1772,0.0937,0.1390,798.0000,10.3672,3.4896,0.4183,0.5815,0.2434,0.8428,1.1074,152.0000,4.3471,0.3523,0.1505,1404.0000,12.1239,3.9552,NaN,NaN,NaN,NaN,NaN,-0.3296,0.4295,0.5133,299.0000,0.8940,0.6893,0.9473,0.1824,1540.0000,17.3325,1.5105,NaN,NaN,NaN,NaN,Na
-0.3824,0.1471,2392.0000,14.7140,3.6250,-0.3044,0.1979,3273.0000,13.0709,4.2799,0.0673,11.0000,-0.2530,0.1487,762.0000,11.6050,4.4830,-0.7567,0.2280,2850.0000,12.5635,4.3816,-0.9298,0.1048,564.0000,11.2252,4.7457,-0.5504,0.2207,2837.0000,14.3793,4.2023,-0.6303,0.2349,2633.0000,12.4820,4.1805,-0.5156,0.1269,0.0644,52.0000,2490.0000,10.1964,5.5443,-0.7050,0.3203,2921.0000,14.3954,3.0996,0.3641,0.6667,13.0000,1.2240,1.3846,0.0691,417.0000,10.9233,3.6266,-0.7499,0.3186,1266.0000,13.3460,3.1747,0.5228,0.6185,0.5860,0.7032,1.2077,157.0000,5.1590,-0.3999,0.2144,3468.0000,12.9567,4.4053,NaN,NaN,NaN,NaN,NaN,-0.1356,0.6923,0.3171,40.0000,1.5018,1.2323,0.8448,0.0938,815.0000,6.5472,2.3647,NaN,NaN,NaN,NaN,Na
-0.1949,0.1660,1229.0000,12.4638,5.6583,-0.0944,0.1224,1257.0000,10.7645,4.4938,0.2905,13.0000,-0.2356,0.0934,635.0000,10.8047,2.6266,-0.4383,0.2818,1897.0000,15.3353,4.7148,-0.6890,0.1707,1156.0000,16.8780,2.4285,-0.2855,0.1410,1634.0000,12.0129,3.6426,-0.6042,0.1869,1696.0000,11.5454,3.9357,0.2934,0.1504,0.0723,29.0000,3439.0000,7.9695,6.6672,-0.5107,0.2737,1827.0000,12.7734,3.8231,-0.3664,0.5517,59.0000,0.8083,0.9252,0.0796,1040.0000,10.4404,2.2512,-0.0772,0.2509,742.0000,12.8005,2.8605,0.4489,0.4804,0.4180,0.7124,1.3477,122.0000,4.3051,0.1833,0.1341,1579.0000,11.2381,3.7573,NaN,NaN,NaN,NaN,NaN,0.0405,0.6409,0.4208,182.0000,1.3697,0.9072,0.8632,0.1543,1143.0000,14.0796,2.2809,NaN,NaN,NaN,NaN,Na
0.2175,0.1321,1932.0000,10.4622,5.0027,0.0792,0.1496,1966.0000,11.5575,6.0126,-0.0814,11.0000,0.6381,0.1936,579.0000,16.1848,3.7485,-0.3722,0.2125,2349.0000,12.8846,4.4141,0.3155,0.1465,878.0000,12.0137,3.8945,0.0265,0.1613,1664.0000,13.1989,4.3842,0.1792,0.1612,1620.0000,12.6870,5.4953,-0.7501,0.2196,0.0631,26.0000,2020.0000,9.9713,7.9090,-0.1938,0.1986,1725.0000,13.0075,4.6194,0.4701,0.5000,19.0000,0.8182,1.7895,0.0732,453.0000,10.6093,4.9210,-0.0085,0.2130,1111.0000,14.2862,3.4831,0.4965,0.6009,0.4658,0.9869,1.1836,73.0000,2.7961,0.1499,0.1449,1033.0000,13.8035,3.5857,NaN,NaN,NaN,NaN,NaN,-0.3480,0.6000,0.5625,31.0000,1.4561,1.0081,0.8254,0.1404,698.0000,8.1433,2.9178,NaN,NaN,NaN,NaN,Na
0.1031,0.1076,1965.0000,11.7684,3.2949,0.0112,0.1240,2313.0000,10.6948,4.0208,0.5578,14.0000,-0.5167,0.1576,903.0000,13.8450,4.4257,-0.0500,0.1393,2304.0000,10.3893,3.4246,-0.3645,0.1758,1567.0000,13.4193,3.9809,-0.0741,0.1208,2246.0000,11.0895,3.8059,0.4342,0.1926,1843.0000,12.1096,3.8152,-0.1428,0.0536,0.0754,96.0000,3806.0000,12.6012,7.2444,0.4400,0.2332,1945.0000,12.6442,3.4888,0.2268,0.4773,45.0000,1.6844,0.8462,0.0739,601.0000,11.9917,4.3222,0.0912,0.1365,698.0000,8.8453,3.3292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3974,0.4891,0.4468,93.0000,2.1706,0.8821,0.9684,0.1364,1212.0000,9.4761,2.8621,NaN,NaN,NaN,NaN,Na
-0.2713,0.0977,1579.0000,13.0380,3.3311,-0.0528,0.1441,1493.0000,13.8982,3.8369,0.5495,13.0000,-0.4515,0.1574,1178.0000,17.2046,2.6569,0.1764,0.2666,2377.0000,15.7796,3.7489,-0.1545,0.3895,1644.0000,31.3571,0.4527,-0.2215,0.1477,1619.0000,14.7801,3.4642,0.0135,0.1895,1503.0000,14.7878,4.0045,0.0434,0.7568,0.0636,1.0000,3029.0000,13.4969,4.6827,0.3518,0.2196,1814.0000,13.7563,3.2105,0.2545,0.4658,74.0000,1.3845,0.8418,0.0837,682.0000,14.7478,3.0922,0.2385,0.2412,991.0000,15.9334,2.2977,0.3742,0.5361,0.4063,0.8855,1.0688,192.0000,4.1802,-0.1327,0.1641,1762.0000,15.8774,3.0287,NaN,NaN,NaN,NaN,NaN,0.0982,0.5203,0.6069,345.0000,1.8079,0.9697,0.9389,0.2434,1456.0000,21.1092,1.9636,NaN,NaN,NaN,NaN,Na
0.2853,0.0507,828.0000,6.2452,4.5341,-0.0506,0.0822,2035.0000,8.9145,3.6893,-0.9967,14.0000,0.1188,0.1305,1175.0000,13.5353,4.0379,0.1818,0.0765,723.0000,5.6777,3.4846,-0.9696,0.1021,1231.0000,8.7628,3.5654,-0.1654,0.0741,1380.0000,7.8094,4.5547,-0.1895,0.0679,786.0000,5.3524,2.7921,0.2833,0.0460,0.0835,94.0000,6499.0000,9.9114,2.8695,0.4293,0.0760,1375.0000,6.2829,4.0364,-0.1467,0.4493,70.0000,1.5762,0.9815,0.0737,1385.0000,10.2209,5.1105,-0.0482,0.0735,417.0000,6.2710,2.6421,0.3974,0.3396,0.5065,0.8643,1.0391,154.0000,4.6212,0.0659,0.0770,691.0000,6.5456,3.9118,NaN,NaN,NaN,NaN,NaN,-0.0550,0.5273,0.6680,496.0000,0.8046,0.9949,0.8029,0.2809,2127.0000,20.6173,0.4583,NaN,NaN,NaN,NaN,Na
-0.1742,0.1077,1927.0000,13.2818,3.1873,-0.2631,0.1289,2259.0000,12.3980,3.2063,-0.0069,13.0000,0.2034,0.1690,1254.0000,17.8206,3.4358,0.0685,0.1858,2070.0000,11.5222,3.5655,-0.0597,0.3944,1715.0000,29.0192,1.0503,-0.3357,0.1405,1410.0000,11.5064,3.8586,-0.1021,0.1465,1607.0000,11.0230,4.1677,-0.7081,0.5187,0.0494,16.0000,6291.0000,8.2039,8.2783,-0.1777,0.1674,1605.0000,11.2480,3.5511,0.0493,0.4000,61.0000,1.5780,1.3661,0.0957,739.0000,13.9756,4.0040,-0.0519,0.1457,830.0000,10.2301,2.7045,0.3888,0.4904,0.5032,0.6591,1.6517,155.0000,5.1438,-0.1203,0.1364,1440.0000,12.9861,3.3393,NaN,NaN,NaN,NaN,NaN,0.1718,0.5873,0.2154,64.0000,1.6285,0.8380,0.8648,0.0879,813.0000,11.8462,3.6884,NaN,NaN,NaN,NaN,Na
0.2803,0.1724,848.0000,14.6439,6.7216,0.4630,0.1984,1518.0000,15.6159,5.7752,-0.2258,10.0000,0.8000,0.0794,423.0000,10.0496,4.6341,0.4800,0.2962,1293.0000,17.9714,5.5179,0.3423,0.1023,543.0000,10.7901,4.3701,0.5112,0.1797,1577.0000,13.9087,6.0269,0.7515,0.3473,1603.0000,15.8553,5.5325,-0.6152,0.0297,0.0508,11.0000,3155.0000,8.5933,10.5829,-0.4376,0.1001,807.0000,8.0533,4.5113,-0.3778,0.4667,16.0000,0.9129,1.0045,0.0567,596.0000,8.9279,3.8084,0.7744,0.1866,995.0000,9.9709,3.8153,0.4631,0.4344,0.4037,0.7545,0.9909,109.0000,3.2573,0.3931,0.1165,1004.0000,10.3207,4.1523,NaN,NaN,NaN,NaN,NaN,0.2588,0.7000,0.4167,11.0000,1.4614,0.8658,1.0286,0.0681,248.0000,11.2782,3.8713,NaN,NaN,NaN,NaN,Na
